head,tail,sentence,time,head_code,tail_code,src,relation
大悦城,阿拉丁,【阿拉丁科技战略投资中粮集团旗下大悦城】记者从阿拉丁控股集团获悉，旗下阿拉丁传奇科技有限公司最新完成对中粮集团旗下上市公司大悦城的战略投资,2022-02-23 17:14:54,000031.SZ,688179,eastmoney,投资
大悦城,阿拉丁,大悦城是中粮集团旗下唯一地产投资和管理平台；消费服务则是阿拉丁控股集团聚焦的两大赛道之一，商业地产是消费服务的重要组成部分,2022-02-23 17:12:00,000031.SZ,688179,10jqka,投资
大悦城,阿拉丁,大悦城是中粮集团旗下唯一地产投资和管理平台；消费服务则是阿拉丁控股集团聚焦的两大赛道之一，商业地产是消费服务的重要组成部分,2022-02-23 17:11:11,000031.SZ,688179,yuncaijing,投资
神州数码,国盾量子,云财经讯，国盾量子：全资子公司北京国盾量子信息技术有限公司与神州数码系统集成服务有限公司签署了国家广域量子保密通信骨干网络建设工程项目（北京至哈尔滨）量子设备及系统采购的销售合同，合同金额4.05亿元,2021-12-24 15:37:43,000034.SZ,688027,yuncaijing,合作
泛海控股,民生控股,云财经讯，民生控股公告，董事会同意将持有的泛海控股股份有限公司境外附属公司泛海控股国际发展第三有限公司发行的美元债372万份(面值372万美元)向香港市场之独立第三方转让，转让价格不低于票面价值的78%(含78%)，具体事宜授权公司管理层负责实施,2022-02-13 17:23:26,000046.SZ,000416.SZ,yuncaijing,未知Unknown
皇庭国际,华蓝集团,【35只个股连涨6日及以上，ST东洋连涨13日】据统计，截至今日收盘，共有35只个股连涨6日及以上，其中，ST东洋累计连涨13日，华蓝集团、皇庭国际分别累计上涨11日、10日,2022-01-11 23:16:25,000056.SZ,301027,eastmoney,同涨
中兴通讯,京东方,据悉，共有13家中国企业进入全球PCT国际专利申请人排行榜前50位，包括华为、OPPO、京东方、中兴通讯、vivo、大疆、腾讯、小米等,2022-02-12 19:20:00,000063.SZ,000725.SZ,eastmoney,同行
中兴通讯,中国联通,云财经讯，近日，中兴通讯与中国联通研究院联合完成算力网络服务调度PoC验证,2022-01-11 15:43:21,000063.SZ,600050.SH,yuncaijing,合作
中兴通讯,中国联通,【中兴通讯联合中国联通完成算力网络服务调度PoC验证】近日，中兴通讯与中国联通研究院联合完成算力网络服务调度PoC验证,2022-01-11 15:45:59,000063.SZ,600050.SH,eastmoney,合作
中兴通讯,中国联通,近日，中兴通讯与中国联通研究院联合完成算力网络服务调度PoC验证,2022-01-11 15:45:00,000063.SZ,600050.SH,10jqka,合作
中兴通讯,中国电信,云财经讯，中兴通讯消息，近日，由中国电信天翼数字生活科技有限公司打造的大屏交互式体验新模式，携手中兴通讯、湖南电信共同推出“新视觉专区”，通过全景VR和3D技术为广大家庭提供新奇大屏沉浸式视频电视体验，为大屏视频产业进军“元宇宙”奠定基础,2022-02-11 16:05:30,000063.SZ,601728,yuncaijing,未知Unknown
中兴通讯,中国电信,【中兴通讯携手湖南电信推出大屏交互新体验】中兴通讯消息，近日，由中国电信天翼数字生活科技有限公司打造的大屏交互式体验新模式，携手中兴通讯、湖南电信共同推出“新视觉专区”，通过全景VR和3D技术为广大家庭提供新奇大屏沉浸式视频电视体验，为大屏视频产业进军“元宇宙”奠定基础,2022-02-11 16:07:24,000063.SZ,601728,eastmoney,合作
中兴通讯,长飞光纤,港股5G概念股走高，海天天线控股涨近9%，长飞光纤光缆涨近7%，联想集团涨超5%，中兴通讯涨近3%,2022-02-21 11:20:00,000063.SZ,601869.SH,10jqka,同涨
中兴通讯,中煤能源,5G、煤炭股活跃，中煤能源涨、中兴通讯涨约3%；科技股普跌，京东健康跌6%，百度、明源云、哔哩哔哩、快手、阿里巴巴跌约3%，腾讯跌2.7%,2022-02-21 12:08:30,000063.SZ,601898.SH,eastmoney,同涨
中国长城,长城信息,云财经讯，中国长城：分拆所属子公司长城信息股份有限公司至创业板上市申请获得深圳证券交易所受理,2021-12-30 20:05:15,000066.SZ,000748.SZ,yuncaijing,上级
宜华健康,兴业银行,【宜华健康：兴业银行深圳分行向福田法院申请强制执行5305万元】宜华健康1月27日晚间公告，根据公司查询获悉，兴业银行深圳分行向福田法院申请强制执行，案号为(2022)粤0304执5361号，执行金额为5305.30万元,2022-01-27 16:59:22,000150.SZ,601166.SH,eastmoney,纠纷
中联重科,中国重汽,港股重型机械股走高，中国重汽(03808.HK)涨超7%，中联重科(01157.HK)涨超4%，中国龙工(03339.HK)跟涨,2022-01-06 13:40:26,000157.SZ,000951.SZ,eastmoney,同涨
中联重科,中国重汽,港股重型机械股走高，中国重汽涨超7%，中联重科涨超4%，中国龙工跟涨,2022-01-06 13:35:00,000157.SZ,000951.SZ,10jqka,同涨
中联重科,中国重汽,港股重型机械股走高，中国重汽涨近5%，中国龙工涨超2%，中联重科涨近2%,2022-01-07 10:32:00,000157.SZ,000951.SZ,10jqka,同涨
中联重科,中国重汽,港股重型机械股走低，中国重汽、第一拖拉机股份跌近4%，铁建装备跌超3%，中国龙工、中联重科跟跌,2022-01-25 13:10:00,000157.SZ,000951.SZ,10jqka,同跌
中联重科,盈峰环境,【盈峰环境：中标太仓市城厢镇老城区“城市管家”服务采购】盈峰环境公告，全资子公司长沙中联重科环境产业有限公司中标太仓市城厢镇老城区“城市管家”服务采购，中标金额为1.97亿元，服务年限36个月,2022-01-26 15:52:38,000157.SZ,000967.SZ,eastmoney,上级
中联重科,路畅科技,路畅科技一字涨停，中联重科A股高开2.07%，消息面上，路畅科技控股股东拟向中联重科转让29.99%股份，转让价款总额为7.8亿元，同时控股股东自愿放弃所持全部剩余股份的表决权；本次交易完成后，中联重科将成为公司单一拥有表决权份额最大的股东，...,2022-02-08 09:26:00,000157.SZ,002813.SZ,10jqka,同涨
中联重科,路畅科技,云财经讯，路畅科技：控股股东拟向中联重科转让29.99%股份，转让价款总额为7.8亿元，同时控股股东自愿放弃所持全部剩余股份的表决权；本次交易完成后，中联重科将成为公司单一拥有表决权份额最大的股东，即成为公司的控股股东,2022-02-07 18:07:04,000157.SZ,002813.SZ,yuncaijing,增持
中联重科,路畅科技,【路畅科技：控股股东拟向中联重科转让29.99%股份，股票复牌】路畅科技公告，控股股东拟向中联重科转让29.99%股份，转让价款总额为7.8亿元，同时控股股东自愿放弃所持全部剩余股份的表决权；本次交易完成后，中联重科将成为公司单一拥有表决权份额最大的股东，即成为公司的控股股东,2022-02-07 18:08:56,000157.SZ,002813.SZ,eastmoney,增持
中联重科,路畅科技,路畅科技：控股股东拟向中联重科转让29.99%股份，转让价款总额为7.8亿元，同时控股股东自愿放弃所持全部剩余股份的表决权；本次交易完成后，中联重科将成为公司单一拥有表决权份额最大的股东，即成为公司的控股股东,2022-02-07 18:09:00,000157.SZ,002813.SZ,10jqka,增持
中联重科,时代电气,港股机械制造板块走高，力劲科技涨近5%，时代电气涨超4%，中国高速传动涨超3%，中联重科涨超2%,2022-01-26 10:20:00,000157.SZ,688187,10jqka,同涨
东方盛虹,联泓新科,近日，国内两大EVA龙头联泓新科(003022.SZ)和东方盛虹(000301.SZ)同时发布业绩预告，公司业绩均实现大幅增长,2022-01-09 12:56:50,000301.SZ,003022,eastmoney,同行
潍柴动力,中国重汽,1月14日，上海交大、潍柴动力、中国重汽未来商用车创新联合研究中心签约及揭牌仪式在济南举行,2022-01-14 20:26:00,000338.SZ,000951.SZ,10jqka,合作
潍柴动力,中国重汽,云财经讯，1月14日，上海交大、潍柴动力、中国重汽未来商用车创新联合研究中心签约及揭牌仪式在济南举行,2022-01-14 20:25:48,000338.SZ,000951.SZ,yuncaijing,合作
吉林化纤,精功科技,云财经讯，精功科技：公司与吉林化纤正式签署编号为GFTHX211228的《碳化线装置购销合同》，合同总金额为6.80亿元，公司将向吉林化纤提供4条碳纤维生产线,2021-12-28 17:37:52,000420.SZ,002006.SZ,yuncaijing,合作
晨鸣纸业,太阳纸业,为保障供应链稳定，太阳纸业、晨鸣纸业等上市公司纷纷通过开辟多元化纸浆来源，积极扩大林地建设等方式应对,2022-01-21 06:59:00,000488.SZ,002078.SZ,10jqka,同行
晨鸣纸业,太阳纸业,为保障供应链稳定，太阳纸业、晨鸣纸业等上市公司纷纷通过开辟多元化纸浆来源，积极扩大林地建设等方式应对,2022-01-21 06:59:29,000488.SZ,002078.SZ,yuncaijing,同行
国新健康,久远银海,国新健康接连公布中标DRG/DIP信息系统项目；久远银海承建的四川、云南、浙江等地区DRG/DIP项目大部分通过验收并进入实际付费结算；塞力医疗宣布已承建4个国家级平台、12个省级/副省级平台的信息化建设,2022-01-13 07:31:21,000503.SZ,002777.SZ,yuncaijing,未知Unknown
珠海港,秀强股份,云财经讯，秀强股份：拟向包括控股股东珠海港股份在内的不超过35名特定投资者发行股票，募集资金总额不超过9.29亿元，本次发行募集资金主要用于智能玻璃生产线建设项目、BIPV组件生产线项目和补充流动资金,2021-12-31 16:30:59,000507.SZ,300160.SZ,yuncaijing,增持
丽珠集团,健康元,【丽珠集团解析新冠疫苗研发重大进展：序贯加强免疫效果好】日前，健康元(600380)和旗下控股的上市公司丽珠集团(000513)双双发布公告称，公司控股附属公司珠海市丽珠单抗生物技术有限公司与中国科学院生物物理研究所合作研发的“重组新型冠状病毒融合蛋白疫苗”(简称“V-01”)已完成序贯加强Ⅲ期临床试验的中期主数据分析，并获得了关键性数据,2022-02-20 18:09:58,000513.SZ,600380.SH,eastmoney,上级
岭南控股,曲江文旅,景点及旅游板块午后持续走低，曲江文旅此前跌停，凯撒旅业、岭南控股、长白山跟跌,2022-02-17 13:08:00,000524.SZ,600706.SH,10jqka,同跌
岭南控股,九华旅游,景点及旅游板块持续下挫，雪松发展跌近8%，岭南控股、长白山、九华旅游跟跌,2022-02-11 14:16:00,000524.SZ,603199.SH,10jqka,同跌
金浦钛业,久吾高科,本次签约的徐州钛白钛石膏资源化项目是久吾高科与金浦钛业在钛石膏资源化利用技术应用的二次深度合作,2022-02-18 15:01:00,000545.SZ,300631.SZ,10jqka,合作
金浦钛业,久吾高科,本次签约的徐州钛白钛石膏资源化项目是久吾高科与金浦钛业在钛石膏资源化利用技术应用的二次深度合作,2022-02-18 14:59:21,000545.SZ,300631.SZ,yuncaijing,合作
金圆股份,东华科技,盐湖提锂板块开盘拉升，金圆股份涨近5%，盛新锂能、科达制造、东华科技跟涨,2022-01-26 09:33:00,000546.SZ,002140.SZ,10jqka,同涨
金圆股份,川恒股份,云财经讯，川恒股份：恒达矿业与金圆股份签署战略合作协议，双方拟在新能源锂电材料深加工和共同寻找、开发盐湖提锂项目等领域开展投资合作,2022-01-21 17:08:42,000546.SZ,002895.SZ,yuncaijing,合作
靖远煤电,远兴能源,煤炭概念午后持续走弱，靖远煤电跌超6%，远兴能源、山西焦煤、晋控煤业跟跌,2022-01-14 13:06:00,000552.SZ,000683.SZ,10jqka,同跌
泸州老窖,五粮液,五粮液、泸州老窖等股价也出现下跌,2022-01-09 10:02:29,000568.SZ,000858.SZ,eastmoney,同跌
泸州老窖,五粮液,【摩根大通将泸州老窖、五粮液评级上调至超配】摩根大通将泸州老窖评级上调至超配，之前的评级为中性，目标价300元人民币，即上涨21%,2022-01-05 18:43:16,000568.SZ,000858.SZ,eastmoney,同行
泸州老窖,洋河股份,③同时，部分酒企推进股权激励、营销改革，有望释放更多动能带来超越行业表现，值得关注，例如泸州老窖、洋河股份等,2021-12-29 14:07:10,000568.SZ,002304.SZ,yuncaijing,同行
泸州老窖,牧原股份,从机构动向看，北向资金增持市值居前个股，近一个月获机构调研的有4只，机构调研次数较为频繁的有牧原股份等，期间分别获机构调研4次；机构调研家数看，机构较为扎堆的是牧原股份、泸州老窖,2022-01-12 10:07:35,000568.SZ,002714.SZ,yuncaijing,增持
泸州老窖,贵州茅台,整体来看，消费股再次成为公募基金青睐的投资方向，基金对于泸州老窖、贵州茅台的持股市值增加最多；医药股则成为公募基金减持的主要方向,2022-01-25 07:25:00,000568.SZ,600519.SH,10jqka,同行
泸州老窖,贵州茅台,整体来看，消费股再次成为公募基金青睐的投资方向，基金对于泸州老窖、贵州茅台的持股市值增加最多；医药股则成为公募基金减持的主要方向,2022-01-25 07:21:00,000568.SZ,600519.SH,yuncaijing,同行
粤宏远A,山煤国际,煤炭概念开盘下挫，兖矿能源跌超5%，晋控煤业、山煤国际、粤宏远A跟跌,2022-02-10 09:31:00,000573.SZ,600546.SH,10jqka,同跌
北部湾港,中国石化,云财经讯，12月30日，北部湾港集团与中国石化销售股份有限公司广西石油分公司签署战略合作协议,2021-12-30 21:15:26,000582.SZ,600028.SH,yuncaijing,合作
长安汽车,奥特佳,奥特佳：控股股东正在筹划本公司控制权转让事宜，已与中国长安汽车集团有限公司签署了《股份转让意向协议》，交易对方拟合计受让公司9.9%股份，同时本公司拟筹划向交易对方非公开发行股票，股票停牌,2022-02-14 18:49:00,000625.SZ,002239.SZ,10jqka,增持
长安汽车,奥特佳,云财经讯，奥特佳：控股股东正在筹划本公司控制权转让事宜，已与中国长安汽车集团有限公司签署了《股份转让意向协议》，交易对方拟合计受让公司9.9%股份，同时本公司拟筹划向交易对方非公开发行股票，股票停牌,2022-02-14 18:49:22,000625.SZ,002239.SZ,yuncaijing,增持
长安汽车,长城汽车,在销量排名前十位的SUV生产企业中，与上年同期相比，上汽大众、上汽通用、一汽大众和吉利控股销量有所下降，其他企业均呈增长，其中奇瑞汽车、长安汽车和长城汽车增速更为明显,2021-12-29 10:07:03,000625.SZ,601633.SH,yuncaijing,同行
攀钢钒钛,紫光国微,与此同时，近五个交易日登陆沪深两市的龙虎榜个股中，营业部净买入较大的个股有中国移动、紫光国微、攀钢钒钛,2022-01-07 10:08:32,000629.SZ,002049.SZ,eastmoney,增持
攀钢钒钛,紫光国微,与此同时，近五个交易日登陆沪深两市的龙虎榜个股中，营业部净买入较大的个股有中国移动、紫光国微、攀钢钒钛,2022-01-06 09:20:31,000629.SZ,002049.SZ,yuncaijing,未知Unknown
攀钢钒钛,紫光国微,与此同时，近五个交易日登陆沪深两市的龙虎榜个股中，营业部净买入较大的个股有中国移动、紫光国微、攀钢钒钛,2022-01-07 10:06:57,000629.SZ,002049.SZ,yuncaijing,增持
格力电器,三美股份,生态环境部核发三美股份等20家单位2022年度含氢氯氟烃生产配额，核发格力电器等43家单位2022年度含氢氯氟烃使用配额,2022-01-06 20:27:00,000651.SZ,603379.SH,10jqka,同行
格力电器,天合光能,【中国移动被新纳入MSCI中国A股在岸指数，陆金所被新纳入MSCI中国全股票指数】明晟公司(MSCI)官网2月9日发布公告称，新增到MSCI新兴市场指数的市值前三大公司为格力电器、天合光能、中国三峡可再生能源,2022-02-10 07:26:18,000651.SZ,688599,eastmoney,同行
金科股份,金莱特,金莱特1月4日晚间公告，全资子公司国海建设有限公司为“金科股份江西区域赣中南昌集美天宸项目二期土建安装总承包工程项目”的中标单位，中标金额1.65亿元，占公司2020年度经审计营业收入的15.14%,2022-01-04 16:20:00,000656.SZ,002723.SZ,10jqka,供应
金科股份,金莱特,云财经讯，金莱特：全资子公司中标金科股份江西区域赣中南昌集美天宸项目二期土建安装总承包工程项目，中标价格1.65亿元，占公司2020年度经审计营业收入的15.14%,2022-01-04 16:06:33,000656.SZ,002723.SZ,yuncaijing,未知Unknown
长春高新,九安医疗,截至午间收盘，医药生物指数大跌2.92%，“妖王之王”九安医疗跌停，“东北药茅”长春高新连续三日跌停,2022-01-21 13:08:03,000661.SZ,002432.SZ,eastmoney,同跌
长春高新,安科生物,【长春高新、安科生物弃标水针，生长激素市场格局或生变】2月23日，广东省药品交易中心发布《关于查看广东联盟双氯芬酸等药品集中带量采购（第一批）报名产品相关信息的通知》，共174个品种、1613个品规的药品符合申报条件,2022-02-24 08:33:23,000661.SZ,300009.SZ,eastmoney,同行
长春高新,安科生物,对于长春高新和安科生物未申报业内最为关注的水针剂型药品采集，记者致电长春高新证券部，公司表示，是综合考虑公司市场规格和布局的结果，长春高新目前只是没有参加广东的水剂采集报名，全国份额不受影响,2022-02-24 15:39:00,000661.SZ,300009.SZ,10jqka,同行
湖北广电,中电兴发,云财经讯，湖北广电：与北京中电兴发科技有限公司签署战略合作协议，将在大数据、云计算领域开展深入合作，对国家文化大数据华中平台、湖北广电云平台及行业云平台的各类云服务进行投资、建设、运营等；也将基于双方业务的互补性，在网络资源、市场资源、系统解决方案、实施交付等方面进行资源共享，并互为优先合作伙伴,2022-02-24 16:45:19,000665.SZ,002298.SZ,yuncaijing,合作
湖北广电,中电兴发,湖北广电公告，公司与北京中电兴发签署《战略合作框架协议》，双方本着优势互补、平等诚信、利益共享的原则，将在大数据、云计算领域开展深入合作，对国家文化大数据华中平台、湖北广电云平台及行业云平台的各类云服务进行投资、建设、运营等；...,2022-02-24 16:47:00,000665.SZ,002298.SZ,10jqka,合作
湖北广电,广电网络,星燎高投基金由湖北广电网络全资子公司星燎投资有限责任公司和湖北省高新产业投资集团共同发起设立，以双GP模式实现强强联合,2022-01-29 14:31:04,000665.SZ,600831.SH,eastmoney,合作
湖北广电,广电网络,星燎高投基金由湖北广电网络全资子公司星燎投资有限责任公司和湖北省高新产业投资集团共同发起设立，以双GP模式实现强强联合,2022-01-29 14:17:20,000665.SZ,600831.SH,yuncaijing,合作
湖北广电,光大证券,【湖北广电上演地天板，光大证券佛山绿景路卖出1亿元】湖北广电今日“地天板”涨停，换手率22.27%，全天成交额17.08亿元,2022-01-10 16:33:14,000665.SZ,601788.SH,eastmoney,同涨
上峰水泥,天山股份,云财经讯，上峰水泥(000672)2月9日晚间公告，公司全资子公司上峰建材拟以自有资金3亿元参与认购天山股份拟定向增发的股份，此次对外投资构成关联交易,2022-02-09 17:11:07,000672.SZ,000877.SZ,yuncaijing,增持
上峰水泥,海螺水泥,云财经讯，上峰水泥(000672)1月28日晚间公告，子公司上峰建材拟与海螺水泥全资子公司海螺国际控股、乌兹别克斯坦乔伊丹姆共同签署投资合作协议，计划以乌兹别克斯坦合资企业上峰友谊之桥为合作平台，利用其现有的批文权证许可及资源，将原计划在乌兹别克斯坦安集延投资建设1条日产3200吨熟料水泥生产线项目调整为投资建设2条日产5000吨新型干法水泥熟料生产线及100万吨骨料项目并运营，项目一次规划分期实施,2022-01-28 16:22:11,000672.SZ,600585,yuncaijing,合作
上峰水泥,舍得酒业,从机构评级变动看，机构买入型评级记录中，有10条评级记录为机构首次关注，涉及上峰水泥、舍得酒业、禾迈股份等股,2022-01-26 11:07:56,000672.SZ,600702.SH,eastmoney,增持
上峰水泥,舍得酒业,从机构评级变动看，机构买入型评级记录中，有10条评级记录为机构首次关注，涉及上峰水泥、舍得酒业、禾迈股份等股,2022-01-26 11:09:19,000672.SZ,600702.SH,yuncaijing,增持
上峰水泥,华新水泥,(4)受益于基建投资回暖的水泥行业区域龙头华新水泥、上峰水泥,2022-02-15 12:52:06,000672.SZ,600801.SH,eastmoney,同行
上峰水泥,华新水泥,（4）受益于基建投资回暖的水泥行业区域龙头华新水泥、上峰水泥,2021-12-28 08:22:27,000672.SZ,600801.SH,yuncaijing,同行
智度股份,国光电器,【国光电器：与智度股份签署合资协议，拟共同成立元宇宙合资公司】国光电器：与智度股份签署合资协议，拟共同成立元宇宙合资公司,2022-01-16 16:55:19,000676.SZ,002045.SZ,eastmoney,合作
智度股份,国光电器,日前，智度股份与国光电器共同投资设立元宇宙合资公司广州智度宇宙技术有限公司，该公司打造的国内首个艺术元宇宙社区――“Meta彼岸”，将于2月18号开启内测,2022-02-18 11:30:00,000676.SZ,002045.SZ,10jqka,合作
智度股份,国光电器,云财经讯，智度股份消息，日前，智度股份与国光电器共同投资设立元宇宙合资公司广州智度宇宙技术有限公司，该公司打造的国内首个艺术元宇宙社区——“Meta彼岸”，将于2月18号开启内测,2022-02-18 11:28:28,000676.SZ,002045.SZ,yuncaijing,合作
智度股份,国光电器,云财经讯，国光电器公告，与智度股份签署合资协议，拟共同成立元宇宙合资公司,2022-01-16 16:54:06,000676.SZ,002045.SZ,yuncaijing,合作
智度股份,国光电器,国光电器公告，与智度股份签署合资协议，拟共同成立元宇宙合资公司,2022-01-16 16:54:00,000676.SZ,002045.SZ,10jqka,合作
智度股份,国光电器,国光电器回复关注函：公司与智度集团、智度股份共同投资设立合资公司有一定的业务背景及技术支撑，项目具有可行性,2022-01-18 21:54:00,000676.SZ,002045.SZ,10jqka,合作
智度股份,国光电器,【智度股份与国光电器推出国内首个艺术元宇宙社区“Meta彼岸”】智度股份消息，日前，智度股份与国光电器共同投资设立元宇宙合资公司广州智度宇宙技术有限公司，该公司打造的国内首个艺术元宇宙社区——“Meta彼岸”，将于2月18号开启内测,2022-02-18 11:31:57,000676.SZ,002045.SZ,eastmoney,合作
远兴能源,天际股份,公司预计全年实现净利润增幅中值为7593.73%；远兴能源、天际股份预计全年净利润同比增幅中值分别为7169.15%、6825.5%,2022-01-27 09:54:16,000683.SZ,002759.SZ,yuncaijing,未知Unknown
远兴能源,天际股份,公司预计全年实现净利润增幅中值为7593.73%；远兴能源、天际股份预计全年净利润同比增幅中值分别为7169.15%、6825.5%,2022-01-19 10:04:22,000683.SZ,002759.SZ,eastmoney,未知Unknown
远兴能源,天际股份,公司预计全年实现净利润增幅中值为7593.73%；远兴能源、天际股份预计全年净利润同比增幅中值分别为7169.15%、6825.5%,2022-01-19 10:04:56,000683.SZ,002759.SZ,yuncaijing,未知Unknown
远兴能源,天际股份,公司预计全年实现净利润增幅中值为7593.73%；远兴能源、天际股份预计全年净利润同比增幅中值分别为7169.15%、6825.5%,2022-01-24 09:38:52,000683.SZ,002759.SZ,yuncaijing,未知Unknown
东北证券,中信证券,【盐湖股份现1.128亿元折价大宗交易】盐湖股份出现1.128亿元折价大宗交易，成交价每股32.63元，卖方为中信证券北京国贸，接盘方为机构、东北证券上海局门路等,2022-02-21 16:39:40,000686.SZ,600030.SH,eastmoney,同行
中信特钢,中国交建,低估值板块表现强势，典型代表如中国交建、中信特钢等，年内均逆市大涨超20%,2022-02-10 12:14:42,000708.SZ,601800,eastmoney,同涨
京东方,赣锋锂业,今年锂价猛涨，动力电池需求急增，赣锋锂业业绩肯定亮丽，京东方精电汽车显示屏业务增长空间巨大,2022-01-14 10:21:20,000725.SZ,002460.SZ,eastmoney,同涨
京东方,利亚德,其中，开幕式地屏是全世界最大的LED屏幕，面积约11500平米，该地屏最终由利亚德与京东方共同承制，利亚德提供7000多平方米（地屏正中央部分）,2022-02-15 09:54:11,000725.SZ,300296.SZ,yuncaijing,合作
京东方,利亚德,其中，开幕式地屏是全世界最大的LED屏幕，面积约11500平米，该地屏最终由利亚德与京东方共同承制，利亚德提供7000多平方米(地屏正中央部分),2022-02-15 09:56:02,000725.SZ,300296.SZ,eastmoney,合作
京东方,联得装备,云财经讯，联得装备：中标京东方重庆第六代AMOLED（柔性）生产线项目，中标设备为真空贴合设备Laminator(D-Lami)，中标价格1.3亿元,2022-02-09 15:40:18,000725.SZ,300545.SZ,yuncaijing,供应
国元证券,珈伟新能,【珈伟新能：股东振发能源拟被动减持不超4%股份】珈伟新能公告，股东振发能源因开展的质押式回购融资业务相关债务逾期导致违约，国元证券、渤海证券和华融证券拟依据法院出具的相关文件通过集中竞价或大宗交易方式继续卖出振发能源持有的公司股票不超过3300万股(其中，国元证券拟减持不超过1100万股，渤海证券拟减持不超过1100万股，华融证券拟减持不超过1100万股)，减持比例不超过公司总股本的4%,2022-02-21 19:48:48,000728.SZ,300317.SZ,eastmoney,纠纷
普洛药业,泽达易盛,云财经讯，泽达易盛表示，公司与普洛药业牵手合作的MES&SCADA项目，开启了普洛药业生产制造信息化的里程碑,2022-01-10 11:02:17,000739.SZ,688555,yuncaijing,合作
普洛药业,泽达易盛,泽达易盛表示，公司与普洛药业牵手合作的MES&SCADA项目，开启了普洛药业生产制造信息化的里程碑,2022-01-10 11:03:00,000739.SZ,688555,10jqka,合作
国海证券,华鑫股份,证券板块异动拉升，国联证券直线封板，华鑫股份、国海证券、湘财股份跟涨,2022-02-08 13:23:00,000750.SZ,600621.SH,10jqka,同涨
新华制药,康芝药业,辅助生殖板块午后持续走强，达嘉维康、康芝药业等多股涨停，新华制药、长江健康跟涨,2022-02-21 13:01:00,000756.SZ,300086.SZ,10jqka,同涨
新华制药,君实生物,港股抗疫概念股走低，歌礼制药跌超7%，山东新华制药股份跌近6%，君实生物、石药集团、腾盛博药、中国中药跌近4%，四环医药跌超3%,2022-02-22 09:51:00,000756.SZ,688180,10jqka,同跌
西藏矿业,天齐锂业,盐湖提锂板块拉升回暖，天齐锂业涨超4%，藏格矿业、盛新锂能、西藏矿业跟涨,2022-02-11 09:54:00,000762.SZ,002466.SZ,10jqka,同涨
