,id,datetime,event_type,text
38,1645611600,2022-02-23 18:20:00,财经/交易-出售/收购,亿晶光电：股东及其一致行动人拟减持不超6.98%股份
39,1645609680,2022-02-23 17:48:00,产品行为-发布,水利部：配合推进黄河保护法尽早出台
40,1645609680,2022-02-23 17:48:00,产品行为-发布,新东方于北京投资成立人力资源服务公司
41,1645608480,2022-02-23 17:28:00,产品行为-发布,上港集团、中远海特成立供应链管理公司 注册资本1亿元
42,1645607640,2022-02-23 17:14:00,财经/交易-涨停,合盛硅业今日涨停 近三日四机构累计买入6.94亿元
43,1645606740,2022-02-23 16:59:00,财经/交易-出售/收购,安阳钢铁：河南装备投资集团间接收购公司66.78%股份
44,1645605120,2022-02-23 16:32:00,财经/交易-涨价,网传盐湖股份氯化钾调价超400元/吨？公司内部人士回应：属实
45,1645604760,2022-02-23 16:26:00,财经/交易-涨停,永太科技今日涨停 深股通净卖出6.51亿元
46,1645604700,2022-02-23 16:25:00,财经/交易-涨停,雅化集团再次涨停，3家机构专用席位净卖出2.35亿元
47,1645604640,2022-02-23 16:24:00,财经/交易-涨停,北方华创今日涨停 3家机构净卖出7523.47万元
48,1645604400,2022-02-23 16:20:00,组织关系-辞/离职,中国人寿：董事长王滨辞任
49,1645602000,2022-02-23 15:40:00,产品行为-发布,国芯科技：新产品通过测试验收
50,1645601340,2022-02-23 15:29:00,产品行为-发布,安靠智电：目前已为一些数据中心项目提供系统服务
51,1645600860,2022-02-23 15:21:00,财经/交易-出售/收购,正荣地产：已与央国企洽谈项目股权转让 预计上半年可处置...
52,1645597740,2022-02-23 14:29:00,产品行为-发布,比亚迪、佛吉亚合资公司成立汽车部件公司
53,1645596420,2022-02-23 14:07:00,产品行为-发布,能辉科技发力重卡换电市场 自主研发换电机器人面市
54,1645595640,2022-02-23 13:54:00,产品行为-发布,江苏神通：阀门管家服务已在国内重点钢铁用户推广运用
55,1645594500,2022-02-23 13:35:00,产品行为-发布,国检集团：在全国范围内加快开展土壤检测市场布局
56,1645590480,2022-02-23 12:28:00,产品行为-发布,陈茂波：设立50亿港元“策略性创科基金”及50亿港元“大...
57,1645589760,2022-02-23 12:16:00,产品行为-发布,锐明技术：目前公司在日本市场已有订单落地
58,1645499340,2022-02-22 11:09:00,产品行为-发布,双环传动投资成立智能传动设备公司 注册资本2亿元
59,1645495740,2022-02-22 10:09:00,产品行为-发布,蔚来汽车将在广州市开设官方二手车体验店
60,1645494300,2022-02-22 09:45:00,财经/交易-降价,上证指数跌幅扩大至1%
61,1645493100,2022-02-22 09:25:00,财经/交易-跌停,A股三大指数集体低开
62,1645492980,2022-02-22 09:23:00,财经/交易-降价,富时中国A50指数期货跌幅扩大至1%
63,1645489380,2022-02-22 08:23:00,产品行为-发布,银河证券：绿色电力具备减碳属性的优势将进一步凸显
64,1645477080,2022-02-22 04:58:00,财经/交易-融资,可穿戴、新能源车、半导体…… 立讯精密拟定增募资135亿...
65,1645541880,2022-02-22 22:58:00,财经/交易-上市,杨国福向港交所提交上市申请书
66,1645538640,2022-02-22 22:04:00,产品行为-发布,复旦大学联合沃森生物、蓝鹊生物，共同开发新冠mRNA疫苗
67,1645536420,2022-02-22 21:27:00,产品行为-发布,维信诺：国内首款1Hz低功耗AMOLED显示屏发布
68,1645536000,2022-02-22 21:20:00,财经/交易-融资,三角防务：拟定增募资不超31.27亿元
69,1645532820,2022-02-22 20:27:00,财经/交易-涨价,隆基股份：单晶硅片再次上涨0.1~0.12元
70,1645532460,2022-02-22 20:21:00,财经/交易-出售/收购,天域生态：拟6.1亿元取得青海聚之源51%的股权
71,1645530780,2022-02-22 19:53:00,财经/交易-出售/收购,中创环保：持股4.79%的股东丘国强拟清仓减持
72,1645530720,2022-02-22 19:52:00,财经/交易-融资,宇新股份：拟定增募资不超过30亿元
73,1645528800,2022-02-22 19:20:00,产品行为-发布,三七互娱：国内游戏版号发放情况以国家新闻出版署官方渠...
74,1645528740,2022-02-22 19:19:00,财经/交易-出售/收购,国家有关部门将拍卖政策性大豆
75,1645528440,2022-02-22 19:14:00,财经/交易-融资,长安汽车：2022年投资计划为80.5亿元
76,1645527180,2022-02-22 18:53:00,财经/交易-出售/收购,中科信息：股东埃德凯森拟减持不超过3.49%
77,1645525740,2022-02-22 18:29:00,财经/交易-融资,可立克：拟定增募资不超过3.7亿元
78,1645524840,2022-02-22 18:14:00,财经/交易-出售/收购,苏垦农发：拟以现金方式收购控股股东农垦集团持有的江苏...
79,1645524540,2022-02-22 18:09:00,财经/交易-出售/收购,中锐股份：控股股东之一致行动人杭州晨莘拟减持不超过3.2...
80,1645523040,2022-02-22 17:44:00,产品行为-发布,万孚生物：干式荧光免疫分析仪等6个新品获产品注册证书
81,1645521240,2022-02-22 17:14:00,产品行为-发布,贵州轮胎：将提前于3月8日披露2021年年度报告
82,1645519140,2022-02-22 16:39:00,产品行为-发布,海利生物：全资子公司产品α2-巨球蛋白测定试剂盒获得医...
83,1645518540,2022-02-22 16:29:00,财经/交易-出售/收购,平煤股份：控股股东中国平煤神马集团拟减持不超过1%
84,1645518300,2022-02-22 16:25:00,财经/交易-涨停,恒宝股份今日涨停 1家机构净卖出4755.23万元
85,1645516980,2022-02-22 16:03:00,组织关系-裁员,网传游戏行业大裁员、砍项目 莉莉丝、网易等多位内部人士...
86,1645514880,2022-02-22 15:28:00,组织关系-加盟,金诚信与洛阳钼业签订战略合作协议
87,1645514820,2022-02-22 15:27:00,产品行为-发布,小鹏汽车成功发行深交所首单碳中和汽车租赁ABS
88,1645511700,2022-02-22 14:35:00,组织关系-退出,恒大退出东莞恒大悦珑花园项目 光大集团接手
89,1645510500,2022-02-22 14:15:00,产品行为-发布,东方国信：在内蒙已布局数据中心 规划机柜数量共2万台
90,1645508400,2022-02-22 13:40:00,产品行为-发布,万马股份：目前已初步构建“智能化城市快充网”
91,1645507800,2022-02-22 13:30:00,产品行为-发布,中国太保旗下科技子公司太保科技正式成立，注册资本7亿元
92,1645504800,2022-02-22 12:40:00,产品行为-发布,翰宇药业携手国家感染病临床研究中心 推动新药临床研究及...
93,1645504080,2022-02-22 12:28:00,产品行为-发布,甘源食品：安阳工厂已全面复工 2月底开始举办新品发布会
94,1645413960,2022-02-21 11:26:00,产品行为-发布,龙大美食成立供应链管理公司
95,1645413900,2022-02-21 11:25:00,产品行为-发布,中京电子：公司产品已批量应用于交换机等数据中心产品
96,1645413420,2022-02-21 11:17:00,产品行为-发布,万润科技：已在广东等地先行先试部分智慧灯杆项目
97,1645413180,2022-02-21 11:13:00,组织关系-裁员,微博回应裁员：部分组织进行调整，核心重点业务招聘仍在推进
98,1645412100,2022-02-21 10:55:00,产品行为-发布,康泰生物灭活新冠疫苗获批同源加强免疫接种
99,1645411440,2022-02-21 10:44:00,财经/交易-降价,国泰君安：1月煤炭产量环比或下降 政策控价引领价值发现
100,1645410360,2022-02-21 10:26:00,产品行为-发布,汉威科技：安全类智能仪表订单饱满 已排产到二季度
101,1645408860,2022-02-21 10:01:00,产品行为-发布,德尔股份：燃料电池系统核心部件等产品已取得阶段性成果
102,1645407000,2022-02-21 09:30:00,财经/交易-降价,港股恒指跌1%
103,1645406700,2022-02-21 09:25:00,财经/交易-涨停,A股三大指数开盘涨跌不一
104,1645406400,2022-02-21 09:20:00,产品行为-发布,东方铁塔：溴化钠扩产项目预计年底前能够投产
105,1645449600,2022-02-21 21:20:00,产品行为-发布,潍柴动力：将加快推广燃料电池动力总成的商业化
106,1645449120,2022-02-21 21:12:00,财经/交易-涨价,郑商所纯碱期货主力合约涨3%
107,1645447980,2022-02-21 20:53:00,产品行为-发布,东亚机械：用于半导体等行业的无油真空泵将于今年进行推广
108,1645447320,2022-02-21 20:42:00,产品行为-发布,凯普生物：一种新冠病毒相关检测试剂盒获得发明专利
109,1645447020,2022-02-21 20:37:00,财经/交易-融资,2月21日晚间公告集锦：立讯精密拟定增募资不超135亿元
110,1645446780,2022-02-21 20:33:00,产品行为-发布,麦格米特：拟发行可转债募资不超12.2亿元
111,1645442460,2022-02-21 19:21:00,财经/交易-出售/收购,中矿资源：关于收购津巴布韦Bikita锂矿项目的交易涉及的...
112,1645441380,2022-02-21 19:03:00,产品行为-发布,晶科能源：海宁基地Tiger Neo首片N型电池片成功下线
113,1645440360,2022-02-21 18:46:00,产品行为-发布,和胜股份：拟在中山市三乡镇投资扩产新能源汽车项目
114,1645440060,2022-02-21 18:41:00,财经/交易-出售/收购,重庆百货：控股股东商社集团拟减持不超过3%
115,1645437900,2022-02-21 18:05:00,财经/交易-出售/收购,华夏幸福：控股股东华夏控股拟被动减持不超过2%
116,1645435800,2022-02-21 17:30:00,财经/交易-出售/收购,北向资金今日净卖出35.21亿元，净卖出贵州茅台6.96亿元
117,1645435500,2022-02-21 17:25:00,财经/交易-出售/收购,易德龙：将回购价格上限调整为不超过人民币46元/股
118,1645434720,2022-02-21 17:12:00,组织关系-加盟,国知局：已有1.6万件元宇宙商标申请 严打蹭热点等恶意注册
119,1645434720,2022-02-21 17:12:00,组织关系-加盟,诚迈科技：作为核心企业加入金鱼嘴元宇宙生态圈
120,1645434600,2022-02-21 17:10:00,财经/交易-融资,甘肃电投：拟定增募资不超过12亿元
121,1645434120,2022-02-21 17:02:00,财经/交易-出售/收购,天风证券：股东当代集团拟减持不超过1.71%
122,1645433640,2022-02-21 16:54:00,产品行为-发布,科锐国际发布《2022人才市场洞察及薪酬指南》：元宇宙游...
123,1645433100,2022-02-21 16:45:00,产品行为-发布,中国移动：2022年1月客户数据公告
124,1645432860,2022-02-21 16:41:00,财经/交易-出售/收购,华林证券：拟2000万元受让海豚股票App运营主体文星在线10...
125,1645431780,2022-02-21 16:23:00,财经/交易-涨停,九安医疗再度涨停，1家机构专用席位净卖出5618.05万元
126,1645428900,2022-02-21 15:35:00,产品行为-发布,新东方成立数字科技公司
127,1645427520,2022-02-21 15:12:00,产品行为-发布,中国黄金：未来拓店过程中将加大一线城市重点商圈布局
128,1645423200,2022-02-21 14:00:00,财经/交易-降价,富时中国A50指数期货跌幅扩大至1%
129,1645421880,2022-02-21 13:38:00,财经/交易-涨停,九安医疗触及涨停
130,1645318260,2022-02-20 08:51:00,产品行为-召回,三花智控与特斯拉召回事件无关，召回系软件问题
131,1645356300,2022-02-20 19:25:00,产品行为-发布,天地在线与UME影城达成战略合作 打造“元宇宙影城”品牌...
132,1645346820,2022-02-20 16:47:00,财经/交易-出售/收购,新城控股：境外子公司完成赎回约1.6亿美元境外美元债券
133,1645345920,2022-02-20 16:32:00,财经/交易-加息,中信证券：预计美联储全年加息节奏或将先急后缓
134,1645344960,2022-02-20 16:16:00,产品行为-召回,三花智控：特斯拉此次召回事件与本公司提供的电子膨胀阀无关
135,1645344300,2022-02-20 16:05:00,产品行为-发布,中信建投：“东数西算”工程正式启动，数字基建迎来新机遇
136,1645342680,2022-02-20 15:38:00,产品行为-发布,华立股份：“湖北华置立装饰材料厂区项目”（一期）投产
137,1645342500,2022-02-20 15:35:00,产品行为-发布,康希诺：重组新型冠状病毒疫苗（5 型腺病毒载体）获批用...
138,1645238640,2022-02-19 10:44:00,财经/交易-涨价,康达新材：2021年第四季度已上调主要胶粘剂类产品销价
139,1645201320,2022-02-19 00:22:00,组织关系-加盟,五粮液正式换帅
140,1645277940,2022-02-19 21:39:00,产品行为-召回,三花智控：特斯拉中国电动汽车大规模召回与公司无关
141,1645268520,2022-02-19 19:02:00,产品行为-发布,腾讯：在“东数西算”贵州、京津冀、成渝等枢纽节点均有布局
142,1645246620,2022-02-19 12:57:00,产品行为-发布,特斯拉宣布已生产100万块4680电池
143,1645243560,2022-02-19 12:06:00,产品行为-发布,中国移动：结合“东数西算”推进算力基础设施和骨干传输...
144,1645155180,2022-02-18 11:33:00,产品行为-发布,熊猫乳品于浙江成立供应链公司
145,1645148880,2022-02-18 09:48:00,产品行为-发布,闻泰科技：安世半导体新产品将支持公司收入快速增长
146,1645147500,2022-02-18 09:25:00,财经/交易-跌停,A股三大指数集体低开
147,1645146480,2022-02-18 09:08:00,交往-会见,中国电建城市院董事长一行到访中储股份
148,1645144080,2022-02-18 08:28:00,产品行为-发布,中信证券：“东数西算”全面启动 建议关注IDC产业链
149,1645142040,2022-02-18 07:54:00,产品行为-发布,华泰证券：元宇宙或将率先在游戏、社交及电商引领变革
150,1645141860,2022-02-18 07:51:00,产品行为-发布,华泰证券：东数西算启动，数字基建三重逻辑共振
151,1645192080,2022-02-18 21:48:00,组织关系-加盟,比亚迪：与UzAuto签署战略合作谅解备忘录
152,1645191540,2022-02-18 21:39:00,产品行为-发布,全国股转公司发布实施持续监管系列指引
153,1645190340,2022-02-18 21:19:00,组织关系-加盟,中国中化与中国银行签署全面战略合作协议
154,1645187220,2022-02-18 20:27:00,财经/交易-涨价,2月18日晚间公告集锦：东方锆业上调相关锆产品销售价格
155,1645186860,2022-02-18 20:21:00,财经/交易-出售/收购,合康新能：拟转让杭州恒领及电驱动公司股权
156,1645184820,2022-02-18 19:47:00,财经/交易-出售/收购,拓斯达：拟以3000万元-5000万元回购股份
157,1645179900,2022-02-18 18:25:00,产品行为-发布,德赛西威：将着力推进IPU04快速规模化量产
158,1645178760,2022-02-18 18:06:00,财经/交易-出售/收购,德宏股份：拟收购重庆普来恩中力60%股权
159,1645178220,2022-02-18 17:57:00,财经/交易-降价,中国神华：1月份煤炭销量同比下降14.7%
160,1645177980,2022-02-18 17:53:00,财经/交易-出售/收购,华夏幸福：控股股东华夏控股被动减持1.999%
161,1645177500,2022-02-18 17:45:00,财经/交易-涨价,东方锆业：上调相关锆产品销售价格
162,1645176960,2022-02-18 17:36:00,财经/交易-出售/收购,瑞丰新材：苏州松禾与深圳松禾拟减持不超6%
163,1645175760,2022-02-18 17:16:00,财经/交易-出售/收购,金现代：两股东拟减持不超2.76%
164,1645175400,2022-02-18 17:10:00,财经/交易-出售/收购,中国移动：今日回购363万股，耗资约1.99亿港元
165,1645173240,2022-02-18 16:34:00,产品行为-发布,奥迪一汽新能源汽车项目启动
166,1645172700,2022-02-18 16:25:00,财经/交易-涨停,浙江建投今日涨停  2家机构净买入7089万元
167,1645172580,2022-02-18 16:23:00,财经/交易-涨停,九安医疗今日涨停  1家机构净买入6719万元
168,1645165800,2022-02-18 14:30:00,财经/交易-涨停,九安医疗触及涨停
169,1645163760,2022-02-18 13:56:00,产品行为-发布,三鑫医疗：国产透析机的市场份额将进一步提升
170,1645157640,2022-02-18 12:14:00,产品行为-发布,奥迪一汽新能源汽车项目正式启动
171,1645069020,2022-02-17 11:37:00,产品行为-发布,中国香港将在中央图书馆设立科兴疫苗中心。
172,1645066680,2022-02-17 10:58:00,财经/交易-涨停,天齐锂业触及涨停
173,1645065900,2022-02-17 10:45:00,产品行为-召回,特斯拉两周内进行第四次汽车召回
174,1645065300,2022-02-17 10:35:00,产品行为-发布,星云股份与台江区国投集团签署光储充检一体化智能超充站...
175,1645065060,2022-02-17 10:31:00,产品行为-发布,洛阳钼业：钴的总需求量依然旺盛 将积极扩产保证钴供应链...
176,1645063620,2022-02-17 10:07:00,产品行为-发布,海泰科：公司注塑模具现已应用于包括奔驰、宝马、理想、...
177,1645062480,2022-02-17 09:48:00,产品行为-发布,银轮股份：公司为北美新能源客户配套业务正在逐步放量
178,1645062060,2022-02-17 09:41:00,财经/交易-融资,百度入股DPU芯片研发商星云智联
179,1645062060,2022-02-17 09:41:00,财经/交易-融资,阿里巴巴投资睿力集成电路公司，后者注册资本485亿
180,1645061880,2022-02-17 09:38:00,产品行为-发布,陕西煤业投资成立超摩半导体产投公司，注册资本20亿
181,1645061100,2022-02-17 09:25:00,财经/交易-跌停,A股三大指数集体低开
182,1645058760,2022-02-17 08:46:00,产品行为-发布,云海金属：镁基固态储氢材料技术公司处在研发阶段，未来...
183,1645105680,2022-02-17 21:48:00,产品行为-发布,聚灿光电：大功率车用照明产品已送样客户并通过认证
184,1645101780,2022-02-17 20:43:00,产品行为-发布,中海达：车载高精度相关产品已应用于多家汽车制造企业
185,1645100100,2022-02-17 20:15:00,产品行为-发布,凯撒旅业：在积极探索目的地、新零售等创新业务
186,1645098780,2022-02-17 19:53:00,产品行为-发布,乌克兰议会通过法律将加密货币合法化
187,1645096860,2022-02-17 19:21:00,财经/交易-出售/收购,歌尔股份：子公司香港歌尔拟处置参股公司股权
188,1645095480,2022-02-17 18:58:00,产品行为-发布,韩正：要扎实做好食品安全工作 探索建立全国统一的食品安...
189,1645095480,2022-02-17 18:58:00,产品行为-发布,金龙鱼：目前正积极拓展藤椒油和花椒油等业务
190,1645095120,2022-02-17 18:52:00,产品行为-发布,商务部：深入推进县域商业体系建设、农村电商、家政兴农...
191,1645095120,2022-02-17 18:52:00,产品行为-发布,特斯拉竞争对手Rivian在韩国测试自产电池
192,1645094220,2022-02-17 18:37:00,产品行为-发布,聚光科技：多领域研发及产业化迎突破
193,1645092420,2022-02-17 18:07:00,组织关系-辞/离职,华夏银行：执行董事、行长辞职
194,1645090860,2022-02-17 17:41:00,财经/交易-出售/收购,中国移动：今日回购股票190万股 耗资约1.03亿港元
195,1645090740,2022-02-17 17:39:00,财经/交易-出售/收购,硅宝科技：拟收购赛诺制药100%股权
196,1645088940,2022-02-17 17:09:00,产品行为-发布,中国信通院携手微信、腾讯云，正式推出“小程序全链路压...
197,1645086420,2022-02-17 16:27:00,财经/交易-跌停,保利联合今日跌停  1家机构净卖出2067万元
198,1645086180,2022-02-17 16:23:00,财经/交易-涨停,天齐锂业今日涨停  1家机构净买入1.98亿元
199,1645084920,2022-02-17 16:02:00,产品行为-发布,精锻科技：拟向不特定对象发行可转换公司债券募资不超10亿元
200,1645081200,2022-02-17 15:00:00,财经/交易-涨停,A股收评：指数午后震荡盘整 环保概念涨幅居前
201,1644980460,2022-02-16 11:01:00,组织关系-辞/离职,白云机场董事长邱嘉臣辞职后将回集团任职，机场已就网传...
202,1644976200,2022-02-16 09:50:00,财经/交易-涨价,吉祥航空：今年春节期间客流量同比上涨约20% 票价上涨约30%
203,1644970200,2022-02-16 08:10:00,产品行为-发布,国泰君安：看好白酒高成长标的修复，推荐酒鬼酒、舍得酒...
204,1644969840,2022-02-16 08:04:00,财经/交易-出售/收购,龙光集团：已累计购回2100万美元的2022年到期票据，占发...
205,1644967920,2022-02-16 07:32:00,财经/交易-出售/收购,港股开年以来回购额同比增3倍
206,1644966660,2022-02-16 07:11:00,财经/交易-出售/收购,碧桂园再出手收购中梁百悦智佳 房企并购整合开始加速
207,1645019520,2022-02-16 21:52:00,财经/交易-涨价,海运价格飞涨2年 业内人士：全球主要海运航线价格还将维...
208,1645013160,2022-02-16 20:06:00,产品行为-发布,Redmi发布K50电竞版新机，起售价3299元
209,1645011360,2022-02-16 19:36:00,产品行为-发布,精研科技：拟向不特定对象发行可转换公司债券募资不超6亿元
210,1645008720,2022-02-16 18:52:00,财经/交易-融资,金开新能：拟定增募资不超过39.94亿元，用于光伏电站项目
211,1645008180,2022-02-16 18:43:00,司法行为-起诉,昊海生科子公司被诉OK镜专利侵权 回应：尚未收到正式文书
212,1645007400,2022-02-16 18:30:00,组织关系-加盟,世茂正尝试与深圳市政府讨论国资入股 希望引入有实力的国...
213,1645006920,2022-02-16 18:22:00,产品行为-发布,隆基股份推出Hi-MO 5m新品54版型
214,1645005780,2022-02-16 18:03:00,财经/交易-出售/收购,星帅尔：拟回购600万股=800万股
215,1645005060,2022-02-16 17:51:00,财经/交易-出售/收购,雷曼光电：控股股东拟合计减持不超过4.99%
216,1644999120,2022-02-16 16:12:00,产品行为-发布,广生堂：力争口服新冠小分子药物GST-HG171早日上市
217,1644997080,2022-02-16 15:38:00,财经/交易-出售/收购,奥普家居：拟以1亿元-2亿元回购股份
218,1644996360,2022-02-16 15:26:00,产品行为-发布,云南白药于上海投资成立口腔医疗技术公司
219,1644996180,2022-02-16 15:23:00,产品行为-发布,兴森科技：FCBGA封装基板生产和研发基地项目已初步完成团...
220,1644994020,2022-02-16 14:47:00,产品行为-发布,维信诺于合肥成立电子公司
221,1644990480,2022-02-16 13:48:00,产品行为-发布,安图生物于深圳成立生物工程新公司
222,1644989760,2022-02-16 13:36:00,财经/交易-涨价,郑商所纯碱期货主力合约涨3%
223,1644895620,2022-02-15 11:27:00,产品行为-发布,平安银行拟于近期启动发行房地产并购主题债
224,1644888300,2022-02-15 09:25:00,财经/交易-涨停,A股三大指数开盘涨跌不一
225,1644886920,2022-02-15 09:02:00,司法行为-罚款,特斯拉因“夸大电池性能”面临韩国监管机构处罚
226,1644886140,2022-02-15 08:49:00,产品行为-发布,开普检测：正在建设锂电池电芯/模组容量评估试验能力及BM...
227,1644884460,2022-02-15 08:21:00,财经/交易-融资,兴瑞科技：拟出资1亿元投资产业基金
228,1644882840,2022-02-15 07:54:00,产品行为-发布,中信建投：2022年新车型功能配置再升级，汽车智能化或将提速
229,1644882540,2022-02-15 07:49:00,产品行为-发布,东吴证券：专项债发行加速，关注稳增长背景下工程机械板...
230,1644876840,2022-02-15 06:14:00,财经/交易-出售/收购,英特尔接近以大约60亿美元收购以色列高塔半导体
231,1644859440,2022-02-15 01:24:00,财经/交易-出售/收购,老虎环球2021年四季度增持小鹏汽车和理想汽车
232,1644928380,2022-02-15 20:33:00,财经/交易-涨价,科思股份：今年一季度仍在继续执行相关提价工作
233,1644922560,2022-02-15 18:56:00,财经/交易-降价,仙鹤股份：计划一季度逐步调整不同产品市场价格
234,1644918420,2022-02-15 17:47:00,财经/交易-出售/收购,上海新阳：拟以3300万元受让上海晖研100%的股权
235,1644917580,2022-02-15 17:33:00,财经/交易-出售/收购,志邦家居：拟以5500万元-1.092亿元回购股份
236,1644917340,2022-02-15 17:29:00,财经/交易-出售/收购,彩虹新能源：晶科能源采购本公司36亿元采购光伏玻璃产品...
237,1644917040,2022-02-15 17:24:00,财经/交易-出售/收购,沐邦高科：拟收购豪安能源100%股权
238,1644915120,2022-02-15 16:52:00,组织关系-加盟,中国中冶：1月份新签合同额同比增6.4%
239,1644913020,2022-02-15 16:17:00,组织关系-辞/离职,理想汽车CTO王凯将离职，联创马东辉执掌研发大权
240,1644908820,2022-02-15 15:07:00,司法行为-立案,习近平：加强国家安全等重要领域立法，加快数字经济等领...
241,1644908160,2022-02-15 14:56:00,产品行为-发布,贵州百灵与重庆市潼南区中医院合作开发“糖宁通络片”
242,1644907440,2022-02-15 14:44:00,产品行为-发布,捷佳伟创：光伏设备在Topcon、HJT等技术路线上已经实现了...
243,1644902280,2022-02-15 13:18:00,产品行为-发布,腾讯推出全新业务XR布局全真互联网 已在内部活水招聘
244,1644899820,2022-02-15 12:37:00,产品行为-发布,三维天地：今年随着营销网点增加，公司云产品销售推广会加强
245,1644809580,2022-02-14 11:33:00,产品行为-发布,市场消息：宁德时代、亿纬锂能、比克电池今年将投入量产...
246,1644808860,2022-02-14 11:21:00,产品行为-发布,江化微：四川项目一期六万吨/年混配产品已经正式投产
247,1644807000,2022-02-14 10:50:00,产品行为-发布,宝光股份：高铁车载真空灭弧室目前已取得小批量订单
248,1644806820,2022-02-14 10:47:00,产品行为-发布,安图生物：基于LBT的知识产权和自有知识产权已开发出微生...
249,1644804060,2022-02-14 10:01:00,财经/交易-降价,东方财富一度跌超5%
250,1644803340,2022-02-14 09:49:00,财经/交易-涨停,雅本化学盘初触及涨停（20%） 国家药监局批准辉瑞新冠口...
251,1644802140,2022-02-14 09:29:00,财经/交易-涨停,博腾股份一字涨停 收到辉瑞旗下公司6.81亿美元采购订单
252,1644801900,2022-02-14 09:25:00,财经/交易-跌停,A股三大指数集体低开
