,id,datetime,event_type,text
38,1645583262,2022-02-23 10:27:42,财经/交易-涨价,APP金光纸业、太阳纸业、江河纸业等纸企宣布 将从3月1日起涨价300元/吨
39,1645582741,2022-02-23 10:19:01,产品行为-发布,东方电气自主研制的亚洲单机容量最大风电机组下线
40,1645580868,2022-02-23 09:47:48,财经/交易-涨停,教育股异动拉升 昂立教育涨停 科德教育、中公教育、凯文教育、学大教育跟涨
41,1645580761,2022-02-23 09:46:01,产品行为-发布,宁德时代携手三一重工 力推福建省换电重卡应用示范项目落地
42,1645579694,2022-02-23 09:28:14,财经/交易-融资,14股获融资净买入超亿元 贵州茅台获净买入最多
43,1645576302,2022-02-23 08:31:42,产品行为-发布,中信证券：政策鼓励 推动新型储能发展
44,1645572633,2022-02-23 07:30:33,产品行为-发布,养老保险全国统筹“靴子落地” 配套文件将出
45,1645571924,2022-02-23 07:18:44,产品行为-发布,中信建投：维持新能源车全年565万辆+销量预期
46,1645624800,2022-02-23 22:00:00,产品行为-发布,Facebook在全球推出短视频产品Reels 叫板TikTok
47,1645623077,2022-02-23 21:31:17,产品行为-发布,和而泰：与小鹏汽车合作的充电桩控制器已经交付
48,1645622067,2022-02-23 21:14:27,财经/交易-涨价,江丰电子：不同客户的部分产品价格有不同程度上调
49,1645621023,2022-02-23 20:57:03,财经/交易-出售/收购,汇金通：拟现金收购重庆江电电力设备有限公司80%股权
50,1645620874,2022-02-23 20:54:34,财经/交易-上市,据港交所文件：北京第四范式智能技术股份有限公司提交港交所上市申请
51,1645616933,2022-02-23 19:48:53,产品行为-发布,全国首条电动重卡干线投运，宁德时代与三一重工力推福建换电
52,1645615902,2022-02-23 19:31:42,组织关系-辞/离职,东北证券：因工作变动原因 王安民先生申请辞去公司首席风险官职务
53,1645615787,2022-02-23 19:29:47,财经/交易-出售/收购,可孚医疗：全资子公司拟1744万元收购成都益耳80%股权
54,1645614417,2022-02-23 19:06:57,财经/交易-出售/收购,新力金融：海螺水泥累计减持1%公司股份
55,1645614053,2022-02-23 19:00:53,财经/交易-融资,千禾味业：拟定增募资5亿元至8亿元用于调味品智能制造项目
56,1645613753,2022-02-23 18:55:53,财经/交易-融资,千禾味业：拟定增募资不超过5亿元
57,1645613389,2022-02-23 18:49:49,组织关系-加盟,利亚德：与怡亚通签署战略合作协议
58,1645613290,2022-02-23 18:48:10,财经/交易-出售/收购,甘李药业：股东明华创新拟减持不超过2%
59,1645613058,2022-02-23 18:44:18,组织关系-加盟,纳尔股份：与临港集团签署战略合作协议
60,1645611106,2022-02-23 18:11:46,财经/交易-出售/收购,亿晶光电：股东荀建华及其一致行动人荀建平、姚志中拟减持不超过6.98%
61,1645609644,2022-02-23 17:47:24,产品行为-发布,新东方于北京投资成立人力资源服务公司
62,1645609075,2022-02-23 17:37:55,组织关系-加盟,威创股份：近日有市场传闻公司已加入“东数西算联盟”
63,1645608807,2022-02-23 17:33:27,财经/交易-出售/收购,保隆科技：拟以现金方式收购上海龙感汽车科技有限公司55.74%的股权
64,1645608570,2022-02-23 17:29:30,财经/交易-出售/收购,北上资金今日净买入隆基股份3.92亿元、比亚迪3.45亿元
65,1645608435,2022-02-23 17:27:15,产品行为-发布,上港集团、中远海特成立供应链管理公司 注册资本1亿元
66,1645607119,2022-02-23 17:05:19,财经/交易-融资,宁波韵升：拟定增募资不超过10.8亿元
67,1645606032,2022-02-23 16:47:12,财经/交易-出售/收购,创识科技：公司认为标的股权目前的公开转让竞拍底价超出了公司可接受的价格区间
68,1645605104,2022-02-23 16:31:44,财经/交易-涨价,网传盐湖股份氯化钾调价超400元/吨？公司内部人士回应：属实 目前出厂价是3500元/吨（中证网）
69,1645604796,2022-02-23 16:26:36,财经/交易-涨停,雅化集团再次涨停，3家机构专用席位净卖出2.35亿元
70,1645604432,2022-02-23 16:20:32,产品行为-发布,中亚股份：目前订单充足 将进一步拓展奶酪棒市场
71,1645603604,2022-02-23 16:06:44,财经/交易-出售/收购,天润乳业：拟回购股份不超过7200万元
72,1645601269,2022-02-23 15:27:49,产品行为-发布,安靠智电：目前已为一些数据中心项目提供系统服务
73,1645597660,2022-02-23 14:27:40,产品行为-发布,比亚迪、佛吉亚合资公司成立汽车部件公司
74,1645596340,2022-02-23 14:05:40,产品行为-发布,能辉科技发力重卡换电市场 自主研发换电机器人面市
75,1645595555,2022-02-23 13:52:35,产品行为-发布,江苏神通：阀门管家服务已在国内重点钢铁用户推广运用
76,1645595004,2022-02-23 13:43:24,财经/交易-涨停,快讯：磷化工继续走强 云天化涨停
77,1645594452,2022-02-23 13:34:12,产品行为-发布,国检集团：在全国范围内加快开展土壤检测市场布局
78,1645590157,2022-02-23 12:22:37,产品行为-发布,香港财政司司长陈茂波23日表示 设立50亿港元“策略性创科基金”及50亿港元“大湾区投资基金”
79,1645589631,2022-02-23 12:13:51,产品行为-发布,锐明技术：目前公司在日本市场已有订单落地
80,1645501717,2022-02-22 11:48:37,产品行为-发布,中材科技：内蒙二期项目预计今年有部分产线投产
81,1645499329,2022-02-22 11:08:49,产品行为-发布,双环传动投资成立智能传动设备公司 注册资本2亿元
82,1645498999,2022-02-22 11:03:19,产品行为-发布,会畅通讯：目前已有分布全球的7个主数据中心节点
83,1645497667,2022-02-22 10:41:07,财经/交易-涨停,燃气股异动拉升 新天然气涨停 洪通燃气、长春燃气、首华燃气等跟涨
84,1645497337,2022-02-22 10:35:37,交往-道歉,小鹏汽车就延迟交付道歉：深表歉意，正加急与供应商沟通
85,1645497005,2022-02-22 10:30:05,财经/交易-涨停,基建股震荡拉升 交建股份、浙江交科先后涨停
86,1645494301,2022-02-22 09:45:01,财经/交易-跌停,快讯：游戏板块震荡走低 三七互娱接近跌停
87,1645493567,2022-02-22 09:32:47,财经/交易-涨停,快讯：锂矿股开盘走强 雅化集团一字涨停
88,1645493429,2022-02-22 09:30:29,财经/交易-涨停,油气股开盘走强 海默科技涨停 贝肯能源、中曼石油、准油股份、通源石油跟涨
89,1645493409,2022-02-22 09:30:09,产品行为-发布,阿尔特等深圳投资成立新能源汽车科技公司
90,1645493261,2022-02-22 09:27:41,产品行为-发布,阿里巴巴成立新公司 经营范围含集成电路销售
91,1645493172,2022-02-22 09:26:12,财经/交易-涨停,雅化集团竞价涨停
92,1645493137,2022-02-22 09:25:37,财经/交易-涨停,淮河能源复牌一字涨停
93,1645489595,2022-02-22 08:26:35,产品行为-发布,银河证券：绿色电力具备减碳属性的优势将进一步凸显
94,1645460655,2022-02-22 00:24:15,财经/交易-上市,上市以来首次：兴业银行中层豪掷3.7亿，大举买入自家股票
95,1645542154,2022-02-22 23:02:34,财经/交易-上市,据港交所文件：上海杨国福企业管理(集团)有限公司提交港交所上市聆讯申请
96,1645539494,2022-02-22 22:18:14,产品行为-发布,复旦大学联合沃森生物、蓝鹊生物 共同开发新冠mRNA疫苗
97,1645539423,2022-02-22 22:17:03,产品行为-发布,岱勒新材：以钨丝作为母线制作的金刚线目前公司有给客户小批量供应
98,1645538741,2022-02-22 22:05:41,财经/交易-出售/收购,天域生态收问询函：说明再次收购业绩亏损标的公司原因
99,1645535831,2022-02-22 21:17:11,财经/交易-融资,三角防务：拟定增募资不超过31.27亿元
100,1645535829,2022-02-22 21:17:09,产品行为-发布,维信诺发布低功耗AMOLED显示屏
101,1645533422,2022-02-22 20:37:02,财经/交易-出售/收购,天域生态：拟不超过6.1亿元取得青海聚之源51%股权
102,1645532779,2022-02-22 20:26:19,财经/交易-涨价,隆基：单晶硅片再次上涨0.3~0.35元/片
103,1645532644,2022-02-22 20:24:04,产品行为-发布,中信特钢：拟发行可转债募资不超过50亿元
104,1645531717,2022-02-22 20:08:37,产品行为-发布,德生科技：公司牵头编制的《人力资源数据评估指标体系》团体标准正式发布
105,1645530724,2022-02-22 19:52:04,财经/交易-融资,宇新股份：拟定增募资不超过30亿元
106,1645528769,2022-02-22 19:19:29,财经/交易-出售/收购,国家有关部门将拍卖政策性大豆
107,1645528483,2022-02-22 19:14:43,财经/交易-融资,长安汽车：2022年公司及控股子公司投资计划为80.5亿元
108,1645528188,2022-02-22 19:09:48,财经/交易-融资,长安汽车：2022年投资计划为80.5亿元
109,1645527306,2022-02-22 18:55:06,组织关系-加盟,嘉寓股份：与控股股东子公司签署300MW光伏电站项目PC总承包合同
110,1645525615,2022-02-22 18:26:55,财经/交易-融资,可立克：拟定增募资不超过3.7亿元
111,1645525559,2022-02-22 18:25:59,组织关系-加盟,中利集团：与华电集团湖北分公司签订《战略合作框架协议》
112,1645525408,2022-02-22 18:23:28,财经/交易-融资,深南电路：拟使用募集资金对无锡深南增资18亿元
113,1645524957,2022-02-22 18:15:57,财经/交易-出售/收购,中国移动于2022年2月22日以每股54.95-55港元的价格回购26.1万股
114,1645524517,2022-02-22 18:08:37,财经/交易-出售/收购,中锐股份：控股股东之一致行动人杭州晨莘投资管理合伙企业（有限合伙）拟减持不超过3.24%
115,1645524383,2022-02-22 18:06:23,财经/交易-出售/收购,苏垦农发：拟以现金方式收购控股股东江苏省农垦集团有限公司所持有的江苏省农垦麦芽有限公司100%股权
116,1645522913,2022-02-22 17:41:53,产品行为-发布,万孚生物：干式荧光免疫分析仪等6个新品获产品注册证书
117,1645522298,2022-02-22 17:31:38,财经/交易-出售/收购,北向资金净卖出贵州茅台16.12亿元
118,1645522176,2022-02-22 17:29:36,财经/交易-出售/收购,北上资金今日净买入药明康德4.10亿元、韦尔股份1.84亿元
119,1645522160,2022-02-22 17:29:20,产品行为-发布,春秋航空发布航空业首批限量NFT数字藏品
120,1645521209,2022-02-22 17:13:29,产品行为-发布,贵州轮胎：将提前于3月8日披露2021年年度报告
121,1645519958,2022-02-22 16:52:38,财经/交易-出售/收购,成大生物：董事会同意公司以2022年1月31日为基准日将本溪人用疫苗业务相关的资产及负债按照账面净值划转至全资子公司成大生物（本溪）有限公司
122,1645519714,2022-02-22 16:48:34,产品行为-发布,力诺特玻：未来几年公司中硼硅药用玻璃瓶仍然会保持着高速增长态势
123,1645518343,2022-02-22 16:25:43,财经/交易-出售/收购,平煤股份：控股股东中国平煤神马集团拟减持不超过1%
124,1645516940,2022-02-22 16:02:20,产品行为-发布,长盛轴承：风电行业方面，公司产品正在风电企业进行验证中
125,1645515226,2022-02-22 15:33:46,财经/交易-出售/收购,春秋航空：拟以5000万元-1亿元回购股份
126,1645514792,2022-02-22 15:26:32,组织关系-加盟,金诚信与洛阳钼业签订战略合作协议
127,1645514754,2022-02-22 15:25:54,产品行为-发布,小鹏汽车成功发行深交所首单碳中和汽车租赁ABS
128,1645514018,2022-02-22 15:13:38,产品行为-发布,江山股份：阻燃剂及其配套中间体项目已进入试生产阶段
129,1645510642,2022-02-22 14:17:22,产品行为-发布,高伟达：公司会积极布局东数西算业务领域
130,1645510492,2022-02-22 14:14:52,财经/交易-涨停,中信证券给予中国石油A股买进的初始评级
131,1645510159,2022-02-22 14:09:19,产品行为-发布,东方国信：公司在内蒙已布局数据中心 规划机柜数量共2万台
132,1645508328,2022-02-22 13:38:48,产品行为-发布,万马股份：目前已初步构建“智能化城市快充网”
133,1645504516,2022-02-22 12:35:16,产品行为-发布,翰宇药业携手国家感染病临床研究中心 推动新药临床研究及应用
134,1645503996,2022-02-22 12:26:36,产品行为-发布,甘源食品：安阳工厂已全面复工 2月底开始举办新品发布会
135,1645413737,2022-02-21 11:22:17,产品行为-发布,中京电子：公司产品已批量应用于交换机等数据中心产品
136,1645413688,2022-02-21 11:21:28,产品行为-发布,龙大美食成立供应链管理公司
137,1645413611,2022-02-21 11:20:11,组织关系-裁员,微博回应裁员：部分组织进行调整 核心重点业务招聘仍在推进
138,1645413383,2022-02-21 11:16:23,产品行为-发布,万润科技：已在广东等地先行先试部分智慧灯杆项目
139,1645412735,2022-02-21 11:05:35,财经/交易-涨停,教育股拉升走强 中公教育触及涨停
140,1645411993,2022-02-21 10:53:13,产品行为-发布,康泰生物灭活新冠疫苗获批同源加强免疫接种
141,1645411423,2022-02-21 10:43:43,财经/交易-降价,国泰君安：1月煤炭产量环比或下降 政策控价引领价值发现
142,1645410307,2022-02-21 10:25:07,产品行为-发布,汉威科技：安全类智能仪表订单饱满 已排产到二季度
143,1645410283,2022-02-21 10:24:43,财经/交易-涨停,电力股短线拉升 甘肃电投直线封板
144,1645409584,2022-02-21 10:13:04,产品行为-发布,新开源：焦作中站区PVP项目预计明年二季度可投产
145,1645409140,2022-02-21 10:05:40,产品行为-发布,恒星科技：年产12万吨有机硅聚合物项目预计3月可产出部分产品
146,1645409024,2022-02-21 10:03:44,财经/交易-出售/收购,14股获重要股东增持 欣旺达获增持金额最多
147,1645408728,2022-02-21 09:58:48,产品行为-发布,德尔股份：燃料电池系统核心部件等产品已取得阶段性成果
148,1645407866,2022-02-21 09:44:26,财经/交易-涨停,基建股继续分化 浙江建投11天10板 宁波建工、诚邦股份、华建集团、甘咨询涨停
149,1645407417,2022-02-21 09:36:57,财经/交易-涨停,仟源医药拉升涨停
150,1645406288,2022-02-21 09:18:08,产品行为-发布,东方铁塔：溴化钠扩产项目预计年底前能够投产
151,1645454779,2022-02-21 22:46:19,产品行为-发布,星源材质：瑞典湿法隔膜及涂覆项目建设顺利推进
152,1645452898,2022-02-21 22:14:58,财经/交易-出售/收购,粤电力A：积极通过自建和收购等多种形式，进一步拓展新能源项目资源
153,1645452451,2022-02-21 22:07:31,财经/交易-降价,信隆健康：一季度订单环比大概下降10%左右
154,1645451484,2022-02-21 21:51:24,产品行为-发布,鲁阳节能：计划在山东总部新增产能2-3万吨（耐火产品）
155,1645449342,2022-02-21 21:15:42,产品行为-发布,潍柴动力：将加快推广燃料电池动力总成的商业化
156,1645447752,2022-02-21 20:49:12,产品行为-发布,东亚机械：用于半导体等行业的无油真空泵将于今年进行推广
157,1645447183,2022-02-21 20:39:43,产品行为-发布,凯普生物：一种新冠病毒相关检测试剂盒获得发明专利
158,1645446679,2022-02-21 20:31:19,产品行为-发布,麦格米特：拟发行可转债募资不超过12.2亿元
159,1645443622,2022-02-21 19:40:22,财经/交易-融资,立讯精密：拟定增募资不超过135亿元
160,1645442448,2022-02-21 19:20:48,财经/交易-出售/收购,中矿资源：关于收购津巴布韦Bikita锂矿项目的交易涉及的境内外主管机关的审批或备案程序尚未履行完毕
161,1645441858,2022-02-21 19:10:58,财经/交易-出售/收购,珈伟新能：股东振发能源拟被动减持不超过4%
162,1645441814,2022-02-21 19:10:14,财经/交易-出售/收购,德必集团：实际控制人、董事长拟6个月内增持不低于100万元
163,1645441486,2022-02-21 19:04:46,财经/交易-出售/收购,星徽股份：股东吴茂江拟减持不超过1%
164,1645441356,2022-02-21 19:02:36,产品行为-发布,晶科能源：海宁基地Tiger Neo首片N型电池片成功下线
165,1645440246,2022-02-21 18:44:06,产品行为-发布,和胜股份：拟在中山市三乡镇投资扩产新能源汽车项目
166,1645440035,2022-02-21 18:40:35,财经/交易-出售/收购,重庆百货：控股股东商社集团拟减持不超过3%
167,1645439244,2022-02-21 18:27:24,产品行为-召回,三花智控：此次特斯拉召回事件与公司提供的电子膨胀阀无关 公司产销两旺
168,1645439131,2022-02-21 18:25:31,财经/交易-出售/收购,兴业银行：子公司、分行及总行部门负责人买入公司股票1693.29万股
169,1645437865,2022-02-21 18:04:25,财经/交易-出售/收购,华夏幸福：控股股东华夏控股拟被动减持不超过2%
170,1645436993,2022-02-21 17:49:53,产品行为-发布,浙江新能：公司拟与青海发投共同设立平台公司
171,1645435931,2022-02-21 17:32:11,财经/交易-出售/收购,北向资金今日净卖出35亿元 贵州茅台遭净卖出7亿元
172,1645435806,2022-02-21 17:30:06,财经/交易-出售/收购,易德龙：将股份回购价格上限不超过人民币33元/股调整为不超过人民币46元/股
173,1645435770,2022-02-21 17:29:30,财经/交易-出售/收购,北上资金今日净买入宁德时代5.51亿元、东方财富4.96亿元
174,1645434642,2022-02-21 17:10:42,组织关系-加盟,诚迈科技：作为核心企业加入金鱼嘴元宇宙生态圈
175,1645434462,2022-02-21 17:07:42,财经/交易-融资,甘肃电投：拟定增募资不超过12亿元
176,1645433949,2022-02-21 16:59:09,财经/交易-出售/收购,天风证券：股东当代集团拟减持不超过1.71%
177,1645433914,2022-02-21 16:58:34,产品行为-发布,科伦药业：公司创新药物SKB378/HBM9378注射液（抗TSLP全人源单克隆抗体）获临床试验通知书
178,1645433728,2022-02-21 16:55:28,财经/交易-出售/收购,杭州银行：股东太平洋人寿拟减持不超过1.99%
179,1645433572,2022-02-21 16:52:52,产品行为-发布,科锐国际发布《2022人才市场洞察及薪酬指南》：元宇宙游戏制作人薪酬高于普通开发者50%以上
180,1645432956,2022-02-21 16:42:36,财经/交易-出售/收购,华林证券：拟受让文星在线100%股权
181,1645432858,2022-02-21 16:40:58,产品行为-发布,新东方投资成立未来数字科技公司
182,1645432620,2022-02-21 16:37:00,财经/交易-出售/收购,福达合金：股东山证并购拟减持不超过1.58%
183,1645427352,2022-02-21 15:09:12,产品行为-发布,中国黄金：未来拓店过程中将加大一线城市重点商圈布局
184,1645425625,2022-02-21 14:40:25,财经/交易-融资,房地产并购融资动作不断：大悦城获浦发招行各100亿融资额度
185,1645425156,2022-02-21 14:32:36,财经/交易-涨停,地产股异动拉升 珠江股份直线封板
186,1645423010,2022-02-21 13:56:50,财经/交易-涨停,中药股午后冲高 陇神戎发20CM涨停 新天药业此前封板
187,1645422930,2022-02-21 13:55:30,产品行为-发布,三一重工成立高空机械装备公司 注册资本1亿
188,1645421902,2022-02-21 13:38:22,产品行为-发布,新元科技：中国电信江西分公司云和大数据中心项目对公司IDC业务的后续应用推广起到积极作用
189,1645420065,2022-02-21 13:07:45,财经/交易-涨停,储能概念股拉升 英维克涨停
190,1645318197,2022-02-20 08:49:57,产品行为-召回,三花智控与特斯拉召回事件无关，召回系软件问题
191,1645347138,2022-02-20 16:52:18,财经/交易-出售/收购,新城控股：境外子公司完成赎回约1.6亿美元境外美元债券
192,1645345726,2022-02-20 16:28:46,财经/交易-加息,中信证券：预计美联储全年加息节奏或将先急后缓
193,1645345035,2022-02-20 16:17:15,产品行为-召回,三花智控：特斯拉此次召回事件与本公司提供的电子膨胀阀无关
194,1645342657,2022-02-20 15:37:37,产品行为-发布,华立股份：“湖北华置立装饰材料厂区项目”（一期）投产
195,1645238598,2022-02-19 10:43:18,财经/交易-涨价,康达新材：2021年第四季度已上调主要胶粘剂类产品销价
196,1645280727,2022-02-19 22:25:27,组织关系-加盟,茅台集团与北京饭店签署战略合作框架协议
197,1645270354,2022-02-19 19:32:34,财经/交易-降价,牧原股份：网传公司“普遍降薪10%-40%”属不实信息
198,1645267368,2022-02-19 18:42:48,产品行为-发布,| 腾讯：在“东数西算”贵州、京津冀、成渝等枢纽节点均有布局
199,1645246542,2022-02-19 12:55:42,产品行为-发布,特斯拉宣布已生产100万块4680电池
200,1645155528,2022-02-18 11:38:48,产品行为-发布,洛阳钼业发行河南省内首单可持续发展挂钩债券
201,1645150851,2022-02-18 10:20:51,财经/交易-涨停,快讯：基建板块震荡走强 诚邦股份5连板
202,1645149509,2022-02-18 09:58:29,财经/交易-涨停,地产股拉升走强 泰禾集团、黑牡丹涨停
203,1645148821,2022-02-18 09:47:01,产品行为-发布,闻泰科技：安世半导体新产品将支持公司收入快速增长
204,1645147855,2022-02-18 09:30:55,财经/交易-跌停,基建股开盘走低 正平股份跌停 杭州园林、汉嘉设计、汇通集团、元成股份、成都路桥等跌幅居前
205,1645146432,2022-02-18 09:07:12,交往-会见,中国电建城市院董事长一行到访中储股份
206,1645144449,2022-02-18 08:34:09,产品行为-发布,中信证券：“东数西算”全面启动 建议关注IDC产业链
207,1645142002,2022-02-18 07:53:22,产品行为-发布,华泰证券：元宇宙或将率先在游戏、社交及电商引领变革
208,1645141825,2022-02-18 07:50:25,产品行为-发布,华泰证券：东数西算启动，数字基建三重逻辑共振
209,1645137535,2022-02-18 06:38:55,产品行为-发布,寻找借款人 银行零售转型不惧“春寒”
210,1645134968,2022-02-18 05:56:08,产品行为-发布,英特尔CEO：本公司很快将宣布欧洲MegaFabio的选址
211,1645191823,2022-02-18 21:43:43,组织关系-加盟,比亚迪：与UzAuto签署战略合作谅解备忘录
212,1645191485,2022-02-18 21:38:05,财经/交易-涨价,公告精选：亚辉龙获MBL增加新冠试剂盒订单；东方锆业上调锆产品售价
213,1645191304,2022-02-18 21:35:04,产品行为-发布,金域医学宜宾区域实验室签约建立
214,1645190076,2022-02-18 21:14:36,组织关系-加盟,中国中化与中国银行签署全面战略合作协议
215,1645186118,2022-02-18 20:08:38,财经/交易-出售/收购,合康新能：拟转让杭州恒领4%股权以及电驱动71.25%股权
216,1645184970,2022-02-18 19:49:30,财经/交易-出售/收购,三元基因：股东拟减持不超4.1%股份
217,1645181386,2022-02-18 18:49:46,财经/交易-涨价,新加坡将上调最高个人所得税率及房地产税
218,1645179867,2022-02-18 18:24:27,产品行为-发布,德赛西威：将着力推进IPU04快速规模化量产
219,1645179217,2022-02-18 18:13:37,财经/交易-出售/收购,拓日新能：拟以2500万元-5000万元回购股份
220,1645178729,2022-02-18 18:05:29,财经/交易-出售/收购,德宏股份：拟收购重庆普来恩中力60%股权
221,1645178191,2022-02-18 17:56:31,财经/交易-降价,中国神华：1月份煤炭销量同比下降14.7%
222,1645177946,2022-02-18 17:52:26,财经/交易-出售/收购,华夏幸福：控股股东华夏控股被动减持1.999%
223,1645177874,2022-02-18 17:51:14,产品行为-发布,中国东方获批发行100亿金融债 用于房企项目风险化解处置
224,1645177451,2022-02-18 17:44:11,财经/交易-涨价,东方锆业：自2022年2月18日起上调相关锆产品销售价格
225,1645177275,2022-02-18 17:41:15,财经/交易-出售/收购,昂利康：拟以1.57亿元受让湖南科瑞生物制药股份有限公司15.74%股份
226,1645177072,2022-02-18 17:37:52,产品行为-发布,南凌科技：“东数西算”战略的大力推进 将对公司产生积极的影响
227,1645177047,2022-02-18 17:37:27,组织关系-加盟,中国建筑：1月新签合同总额2988亿元
228,1645176986,2022-02-18 17:36:26,财经/交易-出售/收购,瑞丰新材：股东苏州松禾与深圳松禾拟减持不超过6%
229,1645176566,2022-02-18 17:29:26,财经/交易-出售/收购,北上资金今日净买入宁德时代3.55亿元、中国平安2.74亿元
230,1645176356,2022-02-18 17:25:56,组织关系-辞/离职,五粮液：因工作变动 李曙光先生申请辞去公司董事及董事会下属相关专门委员会职务
231,1645176108,2022-02-18 17:21:48,组织关系-退出,腾讯退出爱作业公司股东
232,1645175940,2022-02-18 17:19:00,财经/交易-出售/收购,融信中国称同意出售与宁波海饶的合营公司55%股权
233,1645175687,2022-02-18 17:14:47,财经/交易-出售/收购,金现代：股东韩锋、张春茹拟减持不超过2.76%
234,1645175622,2022-02-18 17:13:42,财经/交易-出售/收购,杭氧股份：全资子公司广西杭氧拟受让广西盛隆在建的2套60000m³/h空分设备在建项目
235,1645175374,2022-02-18 17:09:34,财经/交易-出售/收购,中国移动于2月18日以每股54.2-55港元的价格回购363万股
236,1645174453,2022-02-18 16:54:13,组织关系-加盟,银邦股份：与ONEGENE签署重大合同
237,1645174393,2022-02-18 16:53:13,财经/交易-出售/收购,健盛集团：控股股东、实际控制人张茂义拟减持不超过4%
238,1645174062,2022-02-18 16:47:42,财经/交易-出售/收购,广汇物流：股东西安龙达拟减持不超过1%
239,1645173579,2022-02-18 16:39:39,财经/交易-出售/收购,浙江黎明：拟以现金5542万元收购杭州方周科技有限公司40%股权
