使用费收入,"
让渡资产使用权是企业收入取得的三种主要形式之一（另两种形式是商品销售、提供劳务），也就是他人使用本企业资产。
",https://baike.baidu.com/item/%E4%BD%BF%E7%94%A8%E8%B4%B9%E6%94%B6%E5%85%A5
食品加工业,"
指粮食及饲料加工业，植物油加工业，制糖业，屠宰及肉类蛋类加工业，水产品加工业，食用盐加工业和其他食品加工业。
",https://baike.baidu.com/item/%E9%A3%9F%E5%93%81%E5%8A%A0%E5%B7%A5%E4%B8%9A
饼干,"
饼干，是以谷类粉为主要原料，添加糖、油脂及其他原料,经调粉（或调浆）、成型、烘烤（或煎烤）等工艺制成的食品，以及熟制前或熟制后在产品之间(或表面、或内部)添加奶油、蛋白、可可、巧克力等的食品。
[1] 

",https://baike.baidu.com/item/%E9%A5%BC%E5%B9%B2
洗地机,"
洗地机是一种适用于硬质地面清洗同时吸干污水，并将污水带离现场的清洁机械，具有环保、节能、高效等优点。洗地机分别为半自动洗地机、全自动洗地机、手推式洗地机、驾驶式洗地机。洗地机在中国的使用时间不长，而在发达国家的社会各个领域的使用已经非常普遍，特别是一些车站、码头、机场、车间、仓库、学校、医院、饭店、卖场等具有广阔硬质地面的场所，以机械代替人力的清洁理念已深入人心。
",https://baike.baidu.com/item/%E6%B4%97%E5%9C%B0%E6%9C%BA
电机,"
本书基本覆盖了电机在它们的典型应用领域的功能，采用坐标变换是为了努力得到一个更直观、简洁和易于使用的模型。
",https://baike.baidu.com/item/%E7%94%B5%E6%9C%BA
技术服务收入,"
技术服务收入是指企业执行技术服务合同过程中，按合同规定向业主办理技术服务项目价款结算所取得的收入。
",https://baike.baidu.com/item/%E6%8A%80%E6%9C%AF%E6%9C%8D%E5%8A%A1%E6%94%B6%E5%85%A5
经营性租赁,"
经营性租赁，又称服务性租赁。它是指出租人向承租人提供设备及使用权的同时，还提供设备的维修、保养等其他专门的服务，并承担设备过时风险的一种中短期融资与融物相结合的经济活动。经营性租赁的租期较短，且可以经过一定的预约期而中途解约。由于租赁物一般为需要高度保养、管理技术的，或技术进步较快的，或广泛运用的设备与机械。
[1] 

",https://baike.baidu.com/item/%E7%BB%8F%E8%90%A5%E6%80%A7%E7%A7%9F%E8%B5%81
天然气汽车,"
天然气汽车以天然气为燃料提供动力的汽车。天然气的甲烷含量90%以上，是很好的汽车发动机燃料。天然气汽车在世界和我国各省市得到了推广应用。天然气汽车的优点有燃烧稳定、可减少发动机油耗量等。
",https://baike.baidu.com/item/%E5%A4%A9%E7%84%B6%E6%B0%94%E8%BD%A6
热像仪,"
红外热像科技在军民两方面都有应用，最开始起源于军用，逐渐转为民用。在民用中一般叫热像仪，主要用于研发或工业检测与设备维护中，在防火、夜视以及安防中也有广泛应用。通俗地讲热像仪就是将物体发出的不可见红外能量转变为可见的热图像。热图像的上面的不同颜色代表被测物体的不同温度。
",https://baike.baidu.com/item/%E7%83%AD%E5%83%8F%E4%BB%AA
机芯,"
《机芯》，是新浪读书的一部网络小说，作者是徒子。
",https://baike.baidu.com/item/%E6%9C%BA%E8%8A%AF
光电系统,"
光电系统以光学（光电）为核心的技术组成的系统。
",https://baike.baidu.com/item/%E5%85%89%E7%94%B5%E7%B3%BB%E7%BB%9F
红外热成像,"
由于黑体辐射的存在，任何物体都依据温度的不同对外进行电磁波辐射。波长为2.0~1000微米的部分称为热红外线。热红外成像通过热红外敏感CCD对物体进行成像，能反映出物体表面的温度场。热红外在军事、工业、汽车辅助驾驶、医学领域都有广泛的应用。
",https://baike.baidu.com/item/%E7%BA%A2%E5%A4%96%E7%83%AD%E6%88%90%E5%83%8F
光引发剂,"
光引发剂
[1] 
(photoinitiator)又称光敏剂(photosensitizer)或光固化剂(photocuring agent)，是一类能在紫外光区(250～420nm)或可见光区(400～800nm)吸收一定波长的能量，产生自由基、阳离子等，从而引发单体聚合交联固化的化合物。
",https://baike.baidu.com/item/%E5%85%89%E5%BC%95%E5%8F%91%E5%89%82
化妆品原料,"
化妆品是由各种原料经过合理调配加工而成的复配混合物。化妆品的原料种类繁多，性能各异。根据化妆品的原料性能和用途，大体上可分为基质原料和辅助原料两大类。前者是化妆品的一类主体原料，在化妆品配方中占有较大比例，是化妆品中起到主要功能作用的物质。后者则是对化妆品的成形、稳定或赋予色、香以及其它特性起作用，这些物质在化妆品配方中用量不大，但却极其重要。化妆品是以天然、合成或者提取的各种作用不同物质做为原料，经加热、搅拌和乳化等生产程序加工而成的化学混合物质。
",https://baike.baidu.com/item/%E5%8C%96%E5%A6%86%E5%93%81%E5%8E%9F%E6%96%99
化工新材料,"
化工新材料是指近期发展的和正在发展之中具有传统化工材料不具备的优异性能或某种特殊功能的新型化工材料。与传统化工材料相比，化工新材料具有质量轻、性能优异、功能性强、技术含量高、附加价值高等特点。化工新材料产业的范畴主要包括特种工程塑料及其合金、功能高分子材料、有机硅材料、有机氟材料、特种纤维、复合材料、微电子化工材料、纳米化工材料、特种橡胶、聚氨酯、高性能聚烯烃材料、特种涂料、特种胶粘剂、特种助剂等十多个大类品种。化工新材料产业已被全世界公认为最重要、发展最快的高新技术产业之一，对国民经济各个领域，尤其是高技术及尖端技术领域具有重要的支撑作用。
",https://baike.baidu.com/item/%E5%8C%96%E5%B7%A5%E6%96%B0%E6%9D%90%E6%96%99
hap,"
hap，英语单词，主要用作名词、不及物动词，作名词时译为“(Hap)人名；(柬)哈；(中)洽(广东话·威妥玛)”，作不及物动词时译为“偶然发生”。
[1] 

",https://baike.baidu.com/item/HAP
PBZ,"
PBZ是龚敏2017年注册的化妆品品牌。
[1] 

",https://baike.baidu.com/item/PBZ
国际网球联合会,"
简称国际网联，1913年在法国巴黎成立。现有协会会员210个。其中145个为正式会员，65个为无表决权的联系会员。
",https://baike.baidu.com/item/ITF
MacBook Pro,"
MacBook Pro是苹果公司于2006年1月11日由史蒂夫·乔布斯在MacWorld 2006大会上发布的笔记本，用来取代PowerBook G4产品线。MacBook Pro与新iMac（酷睿）同为第一款转换为英特尔核心的产品。苹果在2006年10月24日发布了使用Intel Core 2 Duo处理器的MacBook Pro笔记本电脑。2009年6月8日发布了外形全新设计的“Unibody”MacBook Pro笔记本电脑。2012年WWDC上，苹果全球营销高级副总裁（SVP, Worldwide Marketing）菲尔·席勒发布了配备Retina显示器并重新设计的第三代MacBook Pro，它的分辨率高达2880x1800，220ppi。厚度仅18mm。并在此后取消17英寸产品线。2013年末，Apple更新了MacBook Pro系列，仅余下一款MacBook Pro 13""没有配备Retina显示器，但它是最后一款可以自行更换内存条（RAM）和硬盘的笔记本电脑型号。2016年10月28日，加入Touch Bar的新款MacBook Pro发布，售价13888元起
[1] 
。2018年7月12日，新版MacBook Pro发布，2018款MacBook Pro全系配备英特尔第八代酷睿处理器，配合True Tone技术的屏幕和Apple T2芯片，用户体验有了显著提升
[2] 
。2019年5月22日，Apple 为 MacBook Pro 带来更新，配备更快的第八代和第九代 Intel Core 处理器，这也是 MacBook Pro 首次搭载八核处理器
[3] 
。2021年10月19日，苹果发布新款MacBook Pro，搭载苹果自研M1 Pro和M1 Max处理器，有14寸和16寸可选。
[14] 

",https://baike.baidu.com/item/MBP
