head,tail,sentence,time,head_code,tail_code,src,relation
新华制药,比亚迪,港股通（沪）方面，山东新华制药股份、华虹半导体分别获净买入1.21亿港元、1.0亿港元；恒生中国企业净卖出额居首，金额为6.13亿港元；港股通（深）方面，美团-W、比亚迪股份分别获净买入2.82亿港元、2.24亿港元；...,2022-12-13 17:32:00,000756.SZ,002594.SZ,10jqka,未知Unknown
濮耐股份,八一钢铁,濮耐股份：中标八一钢铁炼钢耐材整体承包项目，期限五年，预计中标金额合计，12.48亿元（含税）,2022-12-13 16:55:00,002225.SZ,600581.SH,10jqka,供应
中国铝业,江西铜业,港股稀土永磁板块走低，五矿资源跌超4%，中国稀土跌近4%，中国铝业、江西铜业股份跌超3%,2022-12-12 09:47:00,601600.SH,600362.SH,10jqka,同跌
山东黄金,紫金矿业,港股有色金属板块普跌，五矿资源跌超5%，山东黄金跌近4%，紫金矿业跌超3%,2022-12-12 09:38:00,600547.SH,601899.SH,10jqka,同跌
三特索道,西安饮食,景点及旅游、酒店及餐饮板块异动拉升，三特索道涨超8%，大连亚圣、长白山、西安饮食、同庆楼等跟涨，消息上，12月13日0时起“通信行程卡”服务正式下线,2022-12-12 09:34:00,002159.SZ,000721.SZ,10jqka,同涨
新华制药,白云山,港股医药股逆市上扬，山东新华制药股份涨近11%，中国中药涨近5%，白云山、四环医药等跟涨,2022-12-12 09:33:00,000756.SZ,600332.SH,10jqka,同涨
中国电信,中国联通,今日，中国电信、中国联通、中国移动三大运营商先后表示，将按照相关法律规定，自12月13日0时“通信行程卡”服务下线后，同步删除用户行程相关数据，依法保障个人信息安全,2022-12-12 21:39:00,601728,600050.SH,10jqka,同行
中国宝安,芳源股份,中国宝安：下属子公司贝特瑞拟减持芳源股份不超4.4%,2022-12-12 18:55:00,000009.SZ,688148,10jqka,被减持
海汽集团,海马汽车,海汽集团消息，12月11日上午，海汽集团与海马汽车新能源汽车产销对接交流暨战略合作签约仪式在海口举行,2022-12-12 17:26:00,603069.SH,000572.SZ,10jqka,合作
包钢股份,北方稀土,包钢股份：经包钢集团协调，公司与北方稀土协商，拟将稀土精矿价格调整为不含税35313元/吨,2022-12-12 16:51:00,600010.SH,600111.SH,10jqka,合作
联得装备,京东方,联得装备：近日，必联网（https://www.ebnew.com）发布了《京东方重庆第6代AMOLED（柔性）生产线项目评标结果公示公告》，深圳市联得自动化装备股份有限公司为该项目第一中标候选人,2022-12-12 15:41:00,300545.SZ,000725.SZ,10jqka,供应
宜宾纸业,五粮液,宜宾纸业：控股股东四川省宜宾五粮液集团有限公司被确定为四川银鸽竹浆纸业有限公司重整投资人，五粮液集团将新设全资子公司取得四川银鸽的经营性资产和相关业务，承诺有偿委托宜宾纸业全面托管新设主体的生产经营，符合条件后优先以公允价格向...,2022-12-12 15:37:00,600793.SH,000858.SZ,10jqka,被增持
工商银行,中国银行,据中新网，自12日起，重庆市启动本外币合一银行结算账户体系试点，本次试点将在工商银行重庆市分行、中国银行重庆市分行部分营业网点开展,2022-12-12 14:18:00,601398.SH,601988,10jqka,同行
和胜股份,宁德时代,和胜股份公告，与宁德时代签订《战略合作协议》，进一步加深双方在新能源产业的合作，开展新能源汽车电池系统下箱体等深入合作,2022-12-11 16:39:00,002824.SZ,300750.SZ,10jqka,合作
易事特,东方集团,易事特公告，广东恒锐拟将其持有的公司17.94%的股权协议转让给广物控股集团，自股份过户完成后，东方集团在未来五年内不可撤销地放弃持有公司的31.78%股份的表决权，东方集团支持广物控股集团在上市公司董事会中取得过半数席位，广物控股集团取...,2022-12-11 16:32:00,300376.SZ,600811.SH,10jqka,被增持
新华网,中国中车,新华网消息，中国中车旗下中车时代电动汽车股份有限公司（中车电动）制造的自动驾驶大巴客车“新巴客”城市系列C12AI（2020年完成设计）近日在法国巴黎市郊完成各项调试，准备正式开始载客运营,2022-12-10 18:40:00,603888.SH,601766.SH,10jqka,未知Unknown
永兴材料,永兴特钢,永兴材料公告，全资子公司江西永兴特钢新能源科技有限公司生产设施排查检修已完成，于2022年12月9日恢复生产,2022-12-09 07:47:00,002756.SZ,002756.SZ,10jqka,上级
海得控制,智慧能源,海得控制公告，公司正在加大对储能系统业务的投资，公司拟与深圳海能投资科技合伙企业（有限合伙）等共同出资1.5亿元，设立控股子公司浙江海得智慧能源有限公司，主要从事新能源储能系统及配套产品的研发、生产、销售、系统集成服务；新能源项目...,2022-12-09 21:29:00,002184.SZ,600869.SH,10jqka,上级
科达利,宁德时代,科达利公告，公司与宁德时代签署战略合作协议，在同等条件下，宁德时代优先选择科达利作为电芯机械件供应商，份额不低于40%，科达利优先保证宁德时代的产品需求,2022-12-09 19:26:00,002850.SZ,300750.SZ,10jqka,合作
长盈精密,宁德时代,长盈精密：与宁德时代签订战略合作协议，进一步加深双方在模组，电池Pack包结构件的合作，加强电池包箱体、挤出端侧板、钢轧带、水冷板、BUSBAR（巴片）、CCS（电芯连接系统）等其他产品或者项目的合作,2022-12-09 17:46:00,300115.SZ,300750.SZ,10jqka,合作
中国电建,上海电力,中国电建公告，近日，公司及上海电力建设有限责任公司按照70%：30%的比例组成联合体，与阿根廷经济部能源秘书处签订了阿根廷国家主干天然气管道系统EPC项目合同，合同金额为19.05亿美元，折合人民币约为136.21亿元,2022-12-09 17:26:00,601669.SH,600021.SH,10jqka,合作
祥鑫科技,宁德时代,祥鑫科技：2022年12月08日，与宁德时代新能源科技股份有限公司签订战略合作协议,2022-12-09 15:57:00,002965.SZ,300750.SZ,10jqka,合作
比亚迪,赣锋锂业,港股锂电池板块盘初走高，中创新航、中国石墨涨近5%，比亚迪电子、赣锋锂业涨近4%,2022-12-08 09:57:00,002594.SZ,002460.SZ,10jqka,同涨
新华制药,复星医药,港股抗疫概念股走高，山东新华制药股份涨近8%，歌礼制药涨近5%，复星医药涨近3%,2022-12-08 09:35:00,000756.SZ,600196.SH,10jqka,同涨
中油资本,航天信息,中油资本低开6.5%，航天信息公告，拟减持中油资本2.46亿股股票,2022-12-08 09:26:00,000617.SZ,600271.SH,10jqka,减持
桂林旅游,曲江文旅,免税概念、零售概念涨幅居前，旅游板块午后拉升，桂林旅游、曲江文旅涨停,2022-12-08 04:21:00,000978.SZ,600706.SH,10jqka,同涨
东威科技,胜利精密,东威科技公告，公司与胜利精密签订《战略合作框架协议》，对“新型高速高效水平夹持式复合铜箔电镀设备”进行开发合作,2022-12-08 18:51:00,688700,002426.SZ,10jqka,合作
时代新材,中国中车,时代新材12月8日公告，为彻底解决与中国中车与株洲时代新材料科技股份有限公司同业竞争问题，时代新材间接控股子公司青岛博锐智远减振科技有限公司拟向中国中车之全资子公司中车青岛四方车辆研究所有限公司之控股子公司中车制动系统有限公司购买...,2022-12-08 18:06:00,600458.SH,601766.SH,10jqka,合作
中油资本,中国石油,中油资本12月8日晚间公告，公司全资子公司中国石油集团资本有限责任公司拟与公司控股股东中石油集团签署《股权转让协议》，以3.23亿元购买中石油集团持有的银河基金管理有限公司12.5%的股权,2022-12-08 18:00:00,000617.SZ,601857,10jqka,上级
科拓生物,中信证券,科拓生物尾盘20cm竞价跌停，盘后龙虎榜数据显示，中信证券深圳分公司尾盘跌停价净卖出224.86万元；3家机构专用席位净买入146.21万元，2家机构专用席位净卖出671.00万元,2022-12-08 17:40:00,300858,600030.SH,10jqka,同跌
九州通,东方生物,九州通在互动平台表示，目前公司抗原检测产品销售增长较快的主要有东方生物、生之源等厂家产品，其中12月第一周（1-7日）销售额环比上一周增长较快，东方生物产品环比增速达291%，生之源产品环比增速达3031%,2022-12-08 14:12:00,600998,688298,10jqka,同行
中国银行,建设银行,据21世纪经济报道，12月8日，记者获悉，中国银行原董事会秘书王兵已正式出任中国建设银行党委委员，在走完必要的程序后，王兵将出任建设银行副行长,2022-12-08 13:55:00,601988,601939,10jqka,同行
阳普医疗,千红制药,抗原检测板块午后异动拉升，英诺特涨超10%，济民医疗涨停，阳普医疗、千红制药、亚辉龙、毅昌科技等纷纷冲高,2022-12-08 13:02:00,300030.SZ,002550.SZ,10jqka,同涨
昭衍新药,泰格医药,港股CXO概念股走高，金斯瑞生物科技涨近5%，昭衍新药涨近4%，维亚生物、泰格医药涨超3%,2022-12-07 09:50:00,603127.SH,300347.SZ,10jqka,同涨
中国银行,光大银行,据证券时报，昨日，中国光大集团官网更新的“集团领导”信息显示，中国银行副行长王志恒履新，现任中国光大集团党委委员，兼任中国光大银行党委委员、副书记,2022-12-07 06:18:00,601988,601818.SH,10jqka,同行
航天信息,中油资本,航天信息12月7日晚间公告，公司拟通过集合竞价、大宗交易等方式，减持中油资本股票，减持数量2.46亿股,2022-12-07 21:19:00,600271.SH,000617.SZ,10jqka,减持
华贸物流,和而泰,华贸物流：公告，近日，公司与和而泰签订了《战略合作协议》，双方互将对方视为自己的重要合作伙伴，根据双方的发展需要，在3国际空海铁运输，跨境物流，仓储陆运等领域开展合作，加强交流协作，共创发展契机,2022-12-07 17:50:00,603128.SH,002402.SZ,10jqka,合作
天山股份,冀东水泥,天山股份公告，公司拟与冀东水泥共同投资设立辽宁金中水泥集团有限公司,2022-12-07 16:13:00,000877.SZ,000401.SZ,10jqka,合作
天山股份,冀东水泥,合资公司注册资本18亿元，天山股份与冀东水泥以现金方式各自认缴出资9亿元，分别持有合资公司50%的股权,2022-12-07 16:13:00,000877.SZ,000401.SZ,10jqka,合作
晓鸣股份,七彩化学,晓鸣股份：公司11月销售鸡产品1808.94万羽，销售收入6348.38万元，环比变动分别为-1.65%、0.87%，同比变动分别为18.76%、29.89%；七彩化学：公司签署意向投资协议，拟和悦达汽车基金、吴中金控基金共同投资“苏州悦钠新能源科技有限公司”,2022-12-07 12:16:00,300967,300758.SZ,10jqka,未知Unknown
金风科技,东方电气,港股风电板块震荡拉升，金风科技涨近6%，东方电气涨超3%，龙源电力、大唐新能源等跟涨,2022-12-06 10:45:00,002202.SZ,600875.SH,10jqka,同涨
长城汽车,比亚迪,港股汽车股震荡拉升，零跑汽车涨近8%，吉利汽车涨超5%，长城汽车涨近5%，北京汽车、比亚迪股份涨超2%,2022-12-06 10:24:00,601633.SH,002594.SZ,10jqka,同涨
中国平安,中国人寿,港股内险股震荡下行，中国平安跌超3%，中国人寿、中国再保险跌近2%,2022-12-06 09:45:00,601318.SH,601628.SH,10jqka,同跌
新华制药,康希诺,港股抗疫概念股异动拉升，山东新华制药股份涨近10%，中国中药涨超2%，康希诺生物等转涨，石药集团、歌礼制药跌幅收窄至0.5%,2022-12-06 09:38:00,000756.SZ,688185,10jqka,同涨
比亚迪,长城汽车,港股汽车股多数低开，小鹏汽车跌7%，蔚来汽车跌5%，比亚迪股份、长城汽车跌逾2%,2022-12-06 09:25:00,002594.SZ,601633.SH,10jqka,同跌
招商轮船,海油发展,除了招商轮船，海油发展也刚刚收获大单,2022-12-06 07:12:00,601872.SH,600968.SH,10jqka,同行
中自科技,长安汽车,中自科技在投资者关系活动记录表中披露，公司今年取得长安汽车公司多个定点通知函，成功进入乘用车催化剂体系,2022-12-06 20:05:00,688737,000625.SZ,10jqka,供应
万华化学,天合光能,万华化学官微发布，万华化学携手国能集团、天合光能等在山东省潍坊市建设1260MWp的海上光伏发电项目,2022-12-06 16:47:00,600309.SH,688599,10jqka,合作
南岭民爆,高争民爆,民爆概念午后异动拉升，南岭民爆一度触及涨停，保利联合、高争民爆、广东宏大等跟涨,2022-12-06 13:09:00,002096.SZ,002827.SZ,10jqka,同涨
合力泰,闻泰科技,天德钰在互动平台表示，目前已与BOE、群创光电、华星光电、合力泰、国显科技、星源电子、华勤通讯、闻泰科技、龙旗通讯等知名下游企业建立了稳定的合作关系，产品已广泛应用于华为、小米、三星、OPPO、VIVO、传音等手机品牌以及亚马逊、谷歌、百...,2022-12-05 08:53:00,002217.SZ,600745.SH,10jqka,合作
埃斯顿,拓斯达,具备核心技术、不断拓展下游市场应用的主机厂有望受益，推荐关注埃斯顿和关注拓斯达；...,2022-12-05 08:25:00,002747.SZ,300607.SZ,10jqka,同行
中金公司,中信证券,据港交所文件，12月4日，上海上美化妆品股份有限公司通过港交所上市聆讯，联席保荐人为摩根大通、中金公司、中信证券,2022-12-05 07:59:00,601995,600030.SH,10jqka,未知Unknown
福田汽车,宁德时代,福田汽车：拟与宁德时代共同出资成立福田时代新能源科技有限公司，开展新能源电池经营性租赁业务，合资公司注册资本为2亿元，公司拟现金出资1亿元，持有合资公司50%的股权,2022-12-05 18:41:00,600166.SH,300750.SZ,10jqka,合作
牧原股份,温氏股份,成本控制优异、盈利能力有保障、财务稳健的企业有望穿越周期牛熊，根据12月2日各企业市值对应2023年出栏量，建议关注牧原股份，推荐积极左侧布局温氏股份、巨星...,2022-12-05 17:50:00,002714.SZ,300498.SZ,10jqka,同行
比亚迪,天合光能,据中证报，12月5日上午，针对美国商务部12月2日发布针对光伏电池和组件的反规避调查初裁决定，比亚迪、天合光能、隆基绿能等涉事企业回应称，这只是初步的裁定，暂时还不具备法律效应，目前公司通关正常，会跟进后续的进展,2022-12-05 16:04:00,002594.SZ,688599,10jqka,同行
天奇股份,上海钢联,据天奇股份消息，近日，天奇股份控股子公司湖北力帝机床股份有限公司与上海钢联电子商务股份有限公司举行合作签约仪式,2022-12-05 15:22:00,002009.SZ,300226.SZ,10jqka,合作
宁德时代,比亚迪,厂商排名方面，两家中国的厂商宁德时代和比亚迪领跑了整个动力电池行业，装机量分别达到了...,2022-12-05 12:59:00,300750.SZ,002594.SZ,10jqka,同行
中煤能源,中国神华,港股煤炭概念股走低，兖矿能源跌超5%，中煤能源、中国神华跌超3%,2022-12-02 11:06:00,601898.SH,601088.SH,10jqka,同跌
平安银行,滨江集团,据中国网地产，平安银行近期分别与绿城中国、滨江集团签署战略合作协议，为上述两家房地产企业提供意向性融资金额合计500亿元，在房地产开发贷款、个人住房按揭贷款、并购贷款、债券承销和投资、保障房贷款、保函等业务方面深化合作,2022-12-02 10:27:00,000001.SZ,002244.SZ,10jqka,合作
昭衍新药,泰格医药,港股CXO概念股拉升，维亚生物涨超4%，昭衍新药涨超3%，药明生物、泰格医药等跟涨,2022-12-02 10:09:00,603127.SH,300347.SZ,10jqka,同涨
中远海能,中远海发,港股海运板块走低，中远海能跌近7%，太平洋航运跌超3%，中远海发、海丰国际等跟跌,2022-12-02 09:47:00,600026.SH,601866.SH,10jqka,同跌
天鹅股份,乾景园林,上交所：本周对天鹅股份、乾景园林等严重异常波动股票和*ST泽达、*ST紫晶、ST曙光等风险警示股票进行重点监控，持续加强异常波动可转债交易监管，对144起加剧市场波动、误导投资者决策、影响交易秩序的异常交易行为及时采取了暂停投资者账户交易...,2022-12-02 20:46:00,603029.SH,603778.SH,10jqka,未知Unknown
天华超净,宁德时代,天华超净公告，宁德时代向公司发送了向特定对象发行股票申购报价单及自有资金承诺函，拟出资2亿元认购公司本次向特定对象发行股票,2022-12-02 19:42:00,300390.SZ,300750.SZ,10jqka,未知Unknown
新城控股,中国银行,新城控股公告，收到中国银行间市场交易商协会《接受注册通知书》，公司中期票据注册金额为150亿元,2022-12-02 18:03:00,601155.SH,601988,10jqka,供应
宁德时代,五粮液,隆基绿能、宁德时代、五粮液分别获净买入5.83亿元、4.37亿元、3.98亿元,2022-12-02 17:30:00,300750.SZ,000858.SZ,10jqka,增持
千味央厨,新希望,千味央厨：前海新希望拟减持不超过3%,2022-12-02 16:19:00,001215,000876,10jqka,被减持
宁德时代,比亚迪,据市场调查机构SNE（SNE，Research）12月2日发布的报告显示，在2022年1-10月销售的全球电动汽车（纯电动汽车、插电式混合动力汽车、混合动力汽车）电池装机量排名中，宁德时代以35.3%的市场份额位列第一，LG新能源以13.8%排名第二，比亚迪以13.2%...,2022-12-02 14:11:00,300750.SZ,002594.SZ,10jqka,未知Unknown
华能国际,大唐发电,港股电力板块继续走低，中国电力跌超5%，华润电力跌超4%，华能国际电力跌超3%，大唐发电跌超2%,2022-12-02 13:07:00,600011,601991.SH,10jqka,同跌
中国联通,中国电信,港股电信股持续拉升，中国联通涨超8%，中国电信涨超5%，中国移动、香港宽频等跟涨,2022-12-01 10:50:00,600050.SH,601728,10jqka,同涨
民生银行,光大银行,广州日报消息，据了解，农行、建行、中行、民生银行、光大银行、广州农商行等多家主流银行在广州地区都对个人房贷推出延期还房贷服务，延长期限最长可达到12个月,2022-12-01 09:58:00,600016.SH,601818.SH,10jqka,同行
工商银行,中国石化,中证报记者获悉，中石化产融养老公司联合中国工商银行、银华基金，在“石化金融”APP上开发了企业版的个人养老金服务专区，力争为百万中国石化职工提供专属、精准、高端、持续的综合养老金融服务，助力第三支柱个人养老金服务,2022-12-01 09:57:00,601398.SH,600028.SH,10jqka,合作
白云山,同仁堂,港股中医药概念股持续冲高，白云山涨超10%，现代中药集团涨近8%，同仁堂国药涨超5%，绿叶制药涨近3%,2022-12-01 09:54:00,600332.SH,600085.SH,10jqka,同涨
凯莱英,复星医药,港股制药板块走高，凯莱英涨近5%，歌礼制药、三叶草生物涨超3%，复星医药、康方生物等跟涨,2022-12-01 09:25:00,002821.SZ,600196.SH,10jqka,同涨
香雪制药,大参林,香雪制药方面透露，公司昨日新收到来自阿里大药房、大参林各100万盒“香雪抗病毒”口服液订单，该...,2022-12-01 08:55:00,300147.SZ,603233.SH,10jqka,供应
粤电力A,*ST尤夫,“01日四大证券报纸内容精华摘要有：粤电力A拟投资建设，200万千瓦光储一体化项目；陕西国资拟入主*ST尤夫；突发！这家公司及其实控人被立案调查,2022-12-01 06:42:00,000539.SZ,002427.SZ,10jqka,未知Unknown
康希诺,生物股份,康希诺生物股份公司有关负责人日前表示，吸入用疫苗未来将逐步覆盖到更多省市区域，目前正在组织人员对内部和...,2022-12-01 21:48:00,688185,600201.SH,10jqka,同行
海通证券,中信建投,买方为海通证券上海普陀区大华一路证券营业部、中信建投上海浦东新区福山路证券营业部、海通证券武汉光谷证券营业部和一家机构专用席位，卖方全部为机构专用席位,2022-12-01 16:46:00,600837.SH,601066.SH,10jqka,同行
人民网,嘉事堂,市场总体呈现高开低走的态势，午后，传媒板块在人民网涨停刺激下拉升，医药商业在嘉事堂涨停带动下止跌...,2022-12-01 16:06:00,603000.SH,002462.SZ,10jqka,同涨
康希诺,君实生物,港股部分抗疫概念股尾盘加速下跌，三叶草生物跌超17%，康希诺生物、君实生物跌约9.5%，石药集团跌超8%,2022-12-01 15:56:00,688185,688180,10jqka,同跌
新疆交建,特变电工,新疆交建：新疆特变电工集团有限公司拟减持不超过2.02%,2022-12-01 15:44:00,002941.SZ,600089.SH,10jqka,被减持
中国联通,中国电信,港股移动通信股走高，中国联通涨近6%，中国电信涨超4%，中国移动跟涨,2022-11-30 10:56:00,600050.SH,601728,10jqka,同涨
中远海能,中国外运,港股海运板块走低，中远海能跌近5%，东方海外国际、中国外运等跟跌,2022-11-30 10:01:00,600026.SH,601598.SH,10jqka,同跌
长城汽车,广汽集团,港股汽车板块拉升，长城汽车、理想汽车涨近3%，广汽集团、吉利汽车等跟涨，蔚来跌幅收窄至1%,2022-11-30 09:51:00,601633.SH,601238.SH,10jqka,同涨
青岛银行,浙商银行,港股商业银行板块走高，青岛银行涨超18%，浙商银行涨近5%，渤海银行、渣打银行涨超3%,2022-11-30 09:45:00,002948.SZ,601916.SH,10jqka,同涨
欧普康视,爱博医疗,21世纪经济报道记者获悉，上游OK镜厂家欧普康视、爱博医疗均表示已填报集采报名信息，争取“以价换量”的机会,2022-11-30 08:42:00,300595.SZ,688050,10jqka,同行
天华超净,永兴材料,多数锂矿股的估值也大幅回落，科达制造、盛新锂能、天华超净、永兴材料等13只个股...,2022-11-30 08:20:00,300390.SZ,002756.SZ,10jqka,同行
国轩高科,孚能科技,上海证券报记者调研了解到，国轩高科、孚能科技、宁德时...,2022-11-30 03:41:00,002074.SZ,688567,10jqka,同行
长城汽车,比亚迪,港股汽车股涨幅扩大，吉利汽车涨近10%，长城汽车涨超8%，小鹏汽车涨超6%，五菱汽车涨5%，理想汽车、比亚迪股份涨超4%,2022-11-30 13:04:00,601633.SH,002594.SZ,10jqka,同涨
中国国航,南方航空,港股航空股走高，美兰空港涨超5%，中国国航涨近3%，国泰航空、中国南方航空股份等跟涨,2022-11-29 10:18:00,601111.SH,600029.SH,10jqka,同涨
东方生物,义翘神州,抗原检测板块迅速拉升，毅昌科技涨停，优宁维、东方生物、义翘神州、亚辉龙等多股走强,2022-11-29 09:35:00,688298,301047,10jqka,同涨
华润三九,昆药集团,华润三九披露资产并购草案，拟支付现金向华立医药购买昆药集团2.09亿股股份（占昆药集团已发行股份总数的27.56%），并向华立集团购买昆药集团333.55万股股份（占昆药集团已发行股份总数的0.44%）,2022-11-29 08:47:00,000999.SZ,600422.SH,10jqka,未知Unknown
华润三九,昆药集团,交易完成后，华润三九将持有昆药集团2.12亿股股...,2022-11-29 08:47:00,000999.SZ,600422.SH,10jqka,投资
宁德时代,协鑫能科,全国企业破产重整案件信息网11月28日发布的信息显示，宁德时代为第一顺位候选重整投资人，协鑫能科为第二顺位候选重整投资人,2022-11-29 08:20:00,300750.SZ,002015.SZ,10jqka,未知Unknown
宁德时代,美联新材,上周以来，宁德时代、美联新材等多家公司公开表示，正在加快推进钠离子电池材料项目建设工作，推动钠电池产业发展,2022-11-29 07:13:00,300750.SZ,300586.SZ,10jqka,同行
锦江酒店,首旅酒店,锦江酒店、首旅酒店等A股上市公司股价较疫情前高出不少,2022-11-29 05:52:00,600754.SH,600258.SH,10jqka,同行
