head,tail,sentence,time,head_code,tail_code,src,relation
东方盛虹,华泰证券,【东方盛虹出现2.8亿元折价大宗交易，买卖方均为华泰证券吴江盛泽广州路】12月15日，东方盛虹出现2.8亿元折价大宗交易，成交价为每股13.07元，买卖方均为华泰证券吴江盛泽广州路,2022-12-15 16:47:23,000301.SZ,601688.SH,eastmoney,未知Unknown
珍宝岛,以岭药业,【珍宝岛：获以岭药业批量订单】据珍宝岛消息，当前疫情防控形势下，全国抗病毒类中成药生产企业对于相关中药材呈现爆发式刚需,2022-12-14 11:16:52,603567.SH,002603.SZ,eastmoney,同行
中国电信,中国联通,【深圳推动全市5G基站储能系统接入虚拟电厂管理中心】在此间深圳举行的2022碳达峰碳中和论坛暨深圳国际低碳城论坛上，深圳虚拟电厂管理中心13日与中国铁塔、中国电信、中国移动、中国联通、华为数字能源等单位签订虚拟电厂建设合作协议，将合力推动全市5G基站储能系统到2023年全部接入该中心，为保障能源电力系统安全提供快速、灵活的调节能力,2022-12-14 20:06:03,601728,600050.SH,eastmoney,合作
北方稀土,厦门钨业,【北方稀土：拟1.05亿元投资参股金龙稀土】北方稀土(600111)12月14日晚间公告，拟参与厦门钨业全资子公司福建省长汀金龙稀土有限公司增资扩股同步引入员工持股项目，即公司拟以货币资金出资约1.05亿元，以非公开协议方式投资参股金龙稀土,2022-12-14 18:42:55,600111.SH,600549.SH,eastmoney,上级
广信材料,明微电子,【广信材料：拟600万元设控股子公司】广信材料(300537)12月14日晚间公告，公司拟以自有或自筹资金出资600万元与尤家栋及锦龙科技在江西省龙南市共同投资设立“江西扬明微电子材料有限公司”，进行光刻胶及配套电子材料研发、制造、销售及技术服务，注册资本为1000万元,2022-12-14 16:37:29,300537.SZ,688699,eastmoney,合作
联得装备,京东方,【联得装备：与重庆京东方签订6785万元设备采购订单】联得装备(300545)12月14日晚间公告，近日，公司与重庆京东方显示技术有限公司签署了设备采购订单，订单含税金额为7667.05万元，未税金额6785万元，约占公司2021年经审计营业收入总额的7.65%,2022-12-14 15:56:55,300545.SZ,000725.SZ,eastmoney,合作
中国黄金,山东黄金,截至发稿，中国黄金国际(02099.HK)、招金矿业(01818.HK)、山东黄金(01787.HK)分别上涨3.65%、2.46%、2.19%,2022-12-14 13:41:14,600916,600547.SH,eastmoney,同涨
浙江医药,中欣氟材,钠创新能源首席科学家马紫峰重点介绍了钠离子电池工作原理特点，阐述了钠创作为链主型企业带动浙江医药、中欣氟材等企业联动开发钠电电解液原料，推动钠电产业集群的发展规划,2022-12-13 11:47:20,600216.SH,002915.SZ,eastmoney,同行
蓝帆医疗,国际医学,【蓝帆医疗：拟不超24.8亿元投建科创总部及产业化基地项目】蓝帆医疗(002382)12月13日晚间公告，公司拟在上海市浦东新区上海国际医学园区投资建设蓝帆医疗科创总部及产业化基地项目,2022-12-13 20:40:42,002382.SZ,000516.SZ,eastmoney,投资
完美世界,三七互娱,【“魔兽世界”正洽谈新合作伙伴！A股游戏板块拉升，谁会成为下一个代理商？】12月13日，游戏板块下午异动拉升，完美世界一度涨超7%，三七互娱等公司跟涨,2022-12-13 20:35:02,002624.SZ,002555.SZ,eastmoney,同涨
海通证券,光大证券,【宣泰医药涨超10%，一机构卖出1485万元】宣泰医药今日再涨超10%，换手率近55%，一机构卖出1485万元，海通证券上海黄浦区福州路、平安证券会员总部、光大证券证券投资部均买入上千万元,2022-12-13 16:33:50,600837.SH,601788.SH,eastmoney,同涨
正邦科技,华统股份,【两大千亿巨头大举回购！果然大涨】12月13日上午，猪肉板块最高大涨4.19%，位列板块涨幅榜前五，正邦科技、华统股份涨停,2022-12-13 14:32:37,002157.SZ,002840.SZ,eastmoney,同涨
温氏股份,牧原股份,此前，温氏股份、牧原股份两大千亿市值生猪养殖龙头，先后于12月4日、12月12日公告，拟使用自有资金大举回购公司股份,2022-12-13 14:32:37,300498.SZ,002714.SZ,eastmoney,同行
西藏药业,生物股份,【西藏药业：公司暂不具备代工mRNA疫苗条件】西藏药业(600211)在互动平台表示，目前，公司作为斯微生物的股东之一，持有斯微生物股份11.4万股，与其不存在其他业务合作关系,2022-12-13 14:19:20,600211.SH,600201.SH,eastmoney,供应
振东制药,贵州百灵,【防疫中药材价格开始走高，振东制药、贵州百灵回应】新冠疫情大幅拉动莲花清瘟的销量，也让市场开始关注其上游的药材资源,2022-12-13 13:40:16,300158.SZ,002424.SZ,eastmoney,同行
中国电信,中国联通,【“通信行程卡”正式下线，三大运营商表态将删除行程卡用户数据】12月12日，中国移动、中国电信以及中国联通陆续宣布，三大运营商将按照相关规定，自12月13日0时“通信行程卡”服务下线后，同步删除用户行程相关数据，依法保障个人信息安全,2022-12-13 13:02:32,601728,600050.SH,eastmoney,同行
中金公司,中信证券,上美股份12月4日通过港交所聆讯，摩根大通、中金公司和中信证券担任联席保荐人,2022-12-12 11:42:59,601995,600030.SH,eastmoney,未知Unknown
科达利,宁德时代,【新能源车培育新动力，混搭电池包加速“超车”】12月9日，科达利宣布与宁德时代签署钠离子电池战略合作协议,2022-12-12 02:32:51,002850.SZ,300750.SZ,eastmoney,合作
中国电信,中国联通,【三大运营商将删除行程卡用户数据】12月12日，中国电信、中国联通、中国移动三大运营商均表示，将按照有关法律规定，自12月13日0时“通信行程卡”服务下线后，同步删除用户行程相关数据，依法保障个人信息安全,2022-12-12 21:41:49,601728,600050.SH,eastmoney,同行
工商银行,中国银行,试点业务启动后，企业可在成都市辖区内工商银行、中国银行的21个网点申请开立本外币合一银行结算账户,2022-12-12 21:16:20,601398.SH,601988,eastmoney,同行
五粮液,九安医疗,主力资金净卖出前20大个股中，主力净卖出最多的是五粮液，净卖出9亿元；排名第二的是九安医疗，净卖出7.9亿元,2022-12-12 18:38:41,000858.SZ,002432.SZ,eastmoney,未知Unknown
包钢股份,北方稀土,【包钢股份：与北方稀土协商，拟将稀土精矿价格调整为不含税35313元/吨】包钢股份公告，经包钢集团协调，公司与北方稀土协商，拟将稀土精矿价格调整为不含税35313元/吨,2022-12-12 16:52:56,600010.SH,600111.SH,eastmoney,合作
洋河股份,古井贡酒,地产酒板块推荐洋河股份，关注古井贡酒,2022-12-12 16:19:17,002304.SZ,000596.SZ,eastmoney,同行
联得装备,京东方,【联得装备：预中标1.36亿元京东方AMOLED生产线项目】联得装备晚间公告，公司为京东方重庆第6代AMOLED（柔性）生产线项目的第一中标候选人，中标设备包括真空贴合设备、偏光片贴片机、散热膜贴附机，中标价格1.36亿元,2022-12-12 15:56:21,300545.SZ,000725.SZ,eastmoney,供应
新华制药,以岭药业,对于治疗环节，我们在此前的报告中提示过除口服药物以及抗体外，对症治疗西药产业链或将迎来需求驱动下的业绩增长，建议关注具备多重产业链优势的企业，如新华制药等；中药产业链投资机会也在持续兑现，建议关注以岭药业等,2022-12-12 12:33:58,000756.SZ,002603.SZ,eastmoney,同行
和胜股份,宁德时代,【和胜股份：与宁德时代签订战略合作协议】和胜股份公告，与宁德时代签订《战略合作协议》，进一步加深双方在新能源产业的合作，开展新能源汽车电池系统下箱体等深入合作,2022-12-11 16:42:19,002824.SZ,300750.SZ,eastmoney,合作
易事特,东方集团,【易事特：广物控股集团拟取得公司控制权】易事特公告，广东恒锐拟将其持有的公司17.94%的股权协议转让给广物控股集团，自股份过户完成后，东方集团在未来五年内不可撤销地放弃持有公司的31.78%股份的表决权，东方集团支持广物控股集团在上市公司董事会中取得过半数席位，广物控股集团取得公司控制权,2022-12-11 16:31:53,300376.SZ,600811.SH,eastmoney,被增持
康缘药业,片仔癀,【山东新冠中医药防治方案优化，新纳入康缘药业、片仔癀等公司旗下药品】记者从知情人士了解到，在山东省卫健委最新印发的《山东省新型冠状病毒肺炎中医药防治方案(2022优化版)》中，相比前一版《山东省中医疫病防治方案(2022冬春季补充版)》，纳入了一些新入选的中成药作为新冠推荐治疗方案，其中康缘药业旗下药品新入选较多，共有散寒化湿颗粒、热毒宁注射液、金振口服液三款，主要针对症状分别为轻型的寒湿郁肺证、普通型的气营两燔证、重型的疫毒闭肺证,2022-12-11 13:11:47,600557.SH,600436.SH,eastmoney,同行
诺禾致源,君实生物,同一时间，创新药ETF(515120)涨0.14%，成分股中，诺禾致源涨超9%，君实生物-U涨超7%,2022-12-09 11:58:11,688315,688180,eastmoney,同涨
中钨高新,华锐精密,重点推荐：中钨高新、欧科亿、华锐精密,2022-12-09 08:30:04,000657.SZ,688059,eastmoney,同行
上汽集团,长城汽车,目前，上汽集团、长城汽车、宝马等多家车企已在氢燃料电池领域提前布局,2022-12-09 05:55:18,600104.SH,601633.SH,eastmoney,同行
南国置业,中国电建,【南国置业：提请股东大会审批增加股东借款额度】南国置业(002305)12月9日晚间公告，根据公司整体经营计划和资金需求情况，公司董事会提请股东大会审批自股东大会通过之日起，至2022年度股东大会召开日止，增加公司及其控股子公司获取公司控股股东中国电建地产集团股东借款余额不超过20亿元,2022-12-09 21:11:53,002305.SZ,601669.SH,eastmoney,未知Unknown
科达利,宁德时代,【科达利：与宁德时代签署战略合作协议】科达利公告，与宁德时代签订战略合作协议，加强双方在钠离子电池和麒麟电池等新技术在全球范围内的战略合作；加快落实海外合作建设电芯结构件生产基地，实现双方全球化配套合作,2022-12-09 19:28:40,002850.SZ,300750.SZ,eastmoney,合作
宁德时代,科达利,在同等条件下，宁德时代优先选择科达利作为电芯机械件供应商，份额不低于40%，科达利优先保证宁德时代的产品需求,2022-12-09 19:28:40,300750.SZ,002850.SZ,eastmoney,供应
长盈精密,宁德时代,【长盈精密：与宁德时代签订战略合作协议】长盈精密公告，与宁德时代签订战略合作协议，进一步加深双方在模组，电池Pack包结构件的合作，加强电池包箱体、挤出端侧板、钢轧带、水冷板、BUSBAR（巴片）、CCS（电芯连接系统）等其他产品或者项目的合作,2022-12-09 17:47:22,300115.SZ,300750.SZ,eastmoney,合作
中国电建,上海电力,【中国电建：签署136.21亿元阿根廷国家主干天然气管道系统EPC项目合同】中国电建公告，近日，公司及上海电力建设有限责任公司按照70%：30%的比例组成联合体，与阿根廷经济部能源秘书处签订了阿根廷国家主干天然气管道系统EPC项目合同，合同金额为19.05亿美元，折合人民币约为136.21亿元,2022-12-09 17:29:55,601669.SH,600021.SH,eastmoney,合作
中国石油,中国石化,【中国石油：国有股份无偿划转完成过户登记，中国石化集团将持1%公司股份】中国石油12月9日公告，近日，公司接到控股股东中国石油集团转来的由中国证券登记结算有限责任公司出具的《过户登记确认书》，确认上述国有股份无偿划转的股份过户登记手续已办理完毕,2022-12-09 17:16:44,601857,600028.SH,eastmoney,未知Unknown
祥鑫科技,宁德时代,【祥鑫科技：与宁德时代签订战略合作协议】祥鑫科技公告，与宁德时代签订战略合作协议，进一步加深双方在电池Pack箱体领域结构件的合作，加强冲压件（包含且不限于Pack上盖、底护板、端侧板）、热管理系统产品（包含且不限于水冷板）、储能机柜、热成型及辊压成型技术等其他产品或者项目的合作,2022-12-09 16:00:26,002965.SZ,300750.SZ,eastmoney,合作
中天科技,天合光能,【分拆是把“双刃剑”，上市公司应与市场充分沟通】继中天科技因涉嫌“忽悠式分拆”引发质疑后，日前天合光能也因为分拆上市事项引发巨大争议，目前仍未平息,2022-12-08 07:32:37,600522.SH,688599,eastmoney,同行
赣锋锂业,江特电机,【“锂王”突爆雷！涉嫌内幕交易，或影响子公司分拆上市】12月7日晚间，赣锋锂业公告称，因内幕交易江特电机股票，公司收到中国证监会江西监管局出具的《行政处罚事先告知书》,2022-12-08 01:20:50,002460.SZ,002176.SZ,eastmoney,纠纷
以岭药业,恒瑞医药,主力资金净卖出前20大个股中，主力净卖出最多的是以岭药业，净卖出17.8亿元；排名第二的是恒瑞医药，净卖出6.5亿元,2022-12-08 19:07:18,002603.SZ,600276.SH,eastmoney,增持
中油资本,中国石油,【中油资本：拟3.23亿元购买银河基金12.5%股权】中油资本(000617)12月8日晚间公告，公司全资子公司中国石油集团资本有限责任公司拟与公司控股股东中石油集团签署《股权转让协议》，以3.23亿元购买中石油集团持有的银河基金管理有限公司12.5%的股权,2022-12-08 17:57:55,000617.SZ,601857,eastmoney,上级
宁波建工,中国建筑,【宁波建工：联合体中标11.66亿元轨道交通施工项目】宁波建工公告，控股子公司宁波市政工程建设集团有限公司与中国建筑第八工程局有限公司组成的联合体中标宁波市轨道交通7号线、8号线一期工程下应南车辆段TJSG01标段施工项目，中标价11.66亿元,2022-12-08 17:39:08,601789.SH,601668,eastmoney,合作
中信证券,长江证券,另一笔为平价成交，成交价为每股420.47元，成交金额0.29亿元，中信证券上海分公司卖出，长江证券杭州秋涛北路接盘,2022-12-08 16:53:34,600030.SH,000783.SZ,eastmoney,未知Unknown
新华制药,复星医药,截至发稿时，山东新华制药股份(00719.HK)涨超10%，复星医药(02196.HK)涨超7%，三生制药(01530.HK)涨超4%,2022-12-08 13:34:32,000756.SZ,600196.SH,eastmoney,同涨
新华制药,复星医药,港股医药股午后走高，山东新华制药股份(00719.HK)涨超10%，复星医药(02196.HK)涨超7%，三生制药(01530.HK)涨超4%,2022-12-08 13:28:21,000756.SZ,600196.SH,eastmoney,同涨
泰林生物,东方生物,【抗原检测板块异动，济民医疗涨停】抗原检测股盘中大幅拉升，济民医疗午后开盘秒板，毅昌科技、亚辉龙、泰林生物、优宁维、东方生物等纷纷冲高,2022-12-08 13:08:01,300813,688298,eastmoney,同涨
国泰君安,东方证券,其中包括国泰君安证券-证券行业数字人民币的创新应用、东方证券-数字人民币创新应用试点项目等,2022-12-08 12:00:23,601211.SH,600958.SH,eastmoney,同行
昭衍新药,泰格医药,【港股CXO概念股全线上涨，昭衍新药涨超5%】截至发稿，昭衍新药涨5.57%、维亚生物涨4.26%、泰格医药涨3.57%、方达控股涨3.03%,2022-12-07 10:06:12,603127.SH,300347.SZ,eastmoney,同涨
赣锋锂业,江特电机,【赣锋锂业：因内幕交易江特电机股票案，江西证监局拟对公司罚没442万元】赣锋锂业公告，公司及相关当事人因涉嫌内幕交易江西特种电机股份有限公司(江特电机)股票案，收到江西证监局行政处罚事先告知书,2022-12-07 19:09:59,002460.SZ,002176.SZ,eastmoney,纠纷
以岭药业,亿纬锂能,主力资金净买入前20大个股中，主力净买排名第一的是以岭药业，净买额5.7亿元；主力净买排名第二的是亿纬锂能，净买额超4亿元,2022-12-07 18:55:13,002603.SZ,300014.SZ,eastmoney,增持
吉贝尔,新华制药,【熊去氧胆酸突然“走红”，多家药企股价涨停】12月7日，吉贝尔、赛生药业、新华制药等诸多药企纷纷在投资者互动平台上回复熊去氧胆酸药品的相关情况,2022-12-07 18:51:55,688566,000756.SZ,eastmoney,同涨
华贸物流,和而泰,【华贸物流：与和而泰签订战略合作协议】华贸物流(603128)12月7日晚间公告，近日，公司与和而泰(002402)签订战略合作协议双方将在国际空海铁运输、跨境物流、仓储陆运等领域开展合作,2022-12-07 18:36:16,603128.SH,002402.SZ,eastmoney,合作
天山股份,冀东水泥,【天山股份：拟与冀东水泥共设合资公司】天山股份(000877)12月7日晚间公告，公司拟与冀东水泥(000401)共同投资设立辽宁金中水泥集团有限公司,2022-12-07 16:22:54,000877.SZ,000401.SZ,eastmoney,合作
天山股份,冀东水泥,合资公司注册资本18亿元，天山股份与冀东水泥以现金方式各自认缴出资9亿元，分别持有合资公司50%的股权,2022-12-07 16:22:54,000877.SZ,000401.SZ,eastmoney,合作
中国国航,东方航空,截至发稿时，中国国航(00753.HK)涨超12%，中国东方航空(00670.HK)涨超12%,2022-12-07 13:46:43,601111.SH,600115.SH,eastmoney,同涨
中国国航,东方航空,港股博彩、影视娱乐、餐饮、航空股进一步拉升，阿里影业、美高梅中国、中国国航、中国东方航空均涨超10%,2022-12-07 13:44:24,601111.SH,600115.SH,eastmoney,同涨
长城汽车,比亚迪,港股汽车股震荡拉升，零跑汽车涨超9%，吉利汽车涨超5%，长城汽车涨近5%，北京汽车、比亚迪股份涨超2%,2022-12-06 10:38:08,601633.SH,002594.SZ,eastmoney,同涨
新华制药,白云山,【港股抗疫概念股走高，山东新华制药股份涨超11%】截至发稿，山东新华制药股份涨11.54%、京东健康涨2.86%、中国生物制药涨2.19%、白云山涨1.89%,2022-12-06 09:46:38,000756.SZ,600332.SH,eastmoney,同涨
万泰生物,神州细胞,【两天内四家宣布：新冠肺炎疫苗被纳入紧急使用！千亿市值“疫苗第一股”应声大跌】在过去的两天内，万泰生物、神州细胞、三叶草生物及四川大学华西医院等四家机构接连对外披露，其研发的新冠疫苗被纳入紧急使用,2022-12-06 00:34:15,603392,688520,eastmoney,同行
智飞生物,康希诺,受其影响，12月5日，千亿市值“疫苗第一股”智飞生物股价下跌3.6%、康希诺跌8.84%,2022-12-06 00:34:15,300122.SZ,688185,eastmoney,同跌
五粮液,京山轻机,主力资金净买入前20大个股中，主力净买排名第一的是五粮液，净买额10.2亿元；主力净买排名第二的是京山轻机，净买额超7亿元,2022-12-06 18:33:36,000858.SZ,000821.SZ,eastmoney,未知Unknown
交大昂立,大众交通,【交大昂立：大众交通及一致行动人拟减持不超过4%股份】交大昂立公告，股东大众交通及一致行动人拟减持公司股份合计不超过公司总股本的4%,2022-12-06 17:31:11,600530.SH,600611.SH,eastmoney,被减持
合力泰,闻泰科技,【天德钰：公司产品已广泛应用于华为等手机品牌】天德钰(688252)在互动平台表示，目前已与BOE、群创光电、华星光电、合力泰、国显科技、星源电子、华勤通讯、闻泰科技、龙旗通讯等知名下游企业建立了稳定的合作关系，产品已广泛应用于华为、小米、三星、OPPO、VIVO、传音等手机品牌以及亚马逊、谷歌、百度等平板/智能音箱客户；360、小天才等智能穿戴客户,2022-12-05 08:56:51,002217.SZ,600745.SH,eastmoney,合作
鞍重股份,康隆达,而鞍重股份和康隆达科技两家公司表示，前者控股的江西领能锂业，后者控股的江西天成锂业、江西协成锂业停产的原因，是为配合宜春上高县高新技术产业园基础设施升级改造(嘉美路改造工程),2022-12-05 21:05:20,002667.SZ,603665.SH,eastmoney,同行
中信证券,中国银行,中信证券联合中国银行作为主承销商承销该笔债券，中债信用增进公司为集团提供全额无条件、不可撤销的连带责任保证担保,2022-12-05 20:01:33,600030.SH,601988,eastmoney,合作
康希诺,神州细胞,【康希诺迎竞争者？神州细胞新冠疫苗获批，股价高开低走】12月4日晚，生物技术公司神州细胞(688520.SH)发布公告称，由公司自主开发的新冠病毒疫苗(代号：SCTV01C)获批紧急使用,2022-12-05 17:19:56,688185,688520,eastmoney,供应
比亚迪,天合光能,【美商务部公布光伏电池反规避调查初裁决定，涉事企业回应】12月5日上午，针对美国商务部12月2日发布针对光伏电池和组件的反规避调查初裁决定，比亚迪、天合光能、隆基绿能等涉事企业称，这只是初步的裁定，暂时还不具备法律效应，目前公司通关正常，会跟进后续的进展,2022-12-05 16:02:23,002594.SZ,688599,eastmoney,同行
宁德时代,比亚迪,【10月全球电动汽车动力电池装机量达48GWh，宁德时代、比亚迪领跑】韩国市场研究机构，SNE，Research公布的数据显示，2022年10月，全球电动汽车电池装机量达到48GWh，同比增长73.6%，连续28个月保持稳定增长,2022-12-05 12:59:26,300750.SZ,002594.SZ,eastmoney,同行
宁德时代,比亚迪,厂商排名方面，两家中国的厂商宁德时代和比亚迪领跑了整个动力电池行业，装机量分别达到了18.1GWh和7.8GWh，占据的市场份额分别达到了37.6%和16.2%,2022-12-05 12:59:26,300750.SZ,002594.SZ,eastmoney,同行
永茂泰,中泰证券,【永茂泰：公司安徽16万吨再生铝合金项目预计2023年投产】上市公司永茂泰(605208)最新公布的投资者关系活动记录表显示，该公司于12月1日接受中泰证券等机构调研,2022-12-05 12:05:36,605208,600918,eastmoney,供应
金石资源,永和股份,受此影响，两大龙头股金石资源、永和股份近期股价均有明显上涨,2022-12-04 09:23:00,603505.SH,605020,eastmoney,同涨
平安银行,滨江集团,【平安银行与绿城中国、滨江集团签战略协议，意向性融资额500亿元】12月2日消息，平安银行近期分别与绿城中国、滨江集团签署战略合作协议，为上述两家房地产企业提供意向性融资金额合计500亿元，在房地产开发贷款、个人住房按揭贷款、并购贷款、债券承销和投资、保障房贷款、保函等业务方面深化合作,2022-12-02 10:20:37,000001.SZ,002244.SZ,eastmoney,合作
永兴材料,永兴特钢,【有“锂”别忘环保，永兴材料应尽快披露停产详情】日前云母提锂龙头企业永兴材料公告称，全资子公司江西永兴特钢新能源科技有限公司碳酸锂冶炼生产线因配合环保调查需要临时停产，且无法确定恢复生产具体时间和对业绩的具体影响，引发投资者的担忧,2022-12-02 07:17:13,002756.SZ,002756.SZ,eastmoney,上级
陆家嘴,华夏幸福,【财经早餐】国务院决定于2023年开展第五次全国经济普查；十省市明年起试点商业养老金业务，4家险企入围；上市房企掀起募资潮，万科、陆家嘴、华夏幸福等有意增发募资,2022-12-02 06:32:47,600663.SH,600340.SH,eastmoney,同行
分众传媒,人福医药,分众传媒本周前三个交易日累计涨幅达8.32%，人福医药本周前三个交易日累计上涨7.11%，这两只个股或是将招商核心竞争力送入业绩榜第五的“关键先生”,2022-12-02 00:33:41,002027.SZ,600079.SH,eastmoney,同涨
天鹅股份,乾景园林,【上交所：本周对天鹅股份、乾景园林等严重异常波动股票进行重点监控】上交所：本周对天鹅股份、乾景园林等严重异常波动股票和*ST泽达、*ST紫晶、ST曙光等风险警示股票进行重点监控，持续加强异常波动可转债交易监管，对144起加剧市场波动、误导投资者决策、影响交易秩序的异常交易行为及时采取了暂停投资者账户交易等监管措施，对41起拉抬打压、虚假申报等证券异常交易行为采取了书面警示等监管措施，对15起上市公司重大事项等进行专项核查，向证监会上报涉嫌违法违规案件线索2起,2022-12-02 20:48:34,603029.SH,603778.SH,eastmoney,未知Unknown
新城控股,中国银行,【新城控股：获准注册150亿元中期票据】新城控股公告，收到中国银行间市场交易商协会《接受注册通知书》，公司中期票据注册金额为150亿元,2022-12-02 18:02:23,601155.SH,601988,eastmoney,供应
宁德时代,五粮液,隆基绿能、宁德时代、五粮液分别获净买入5.83亿元、4.37亿元、3.98亿元,2022-12-02 17:31:16,300750.SZ,000858.SZ,eastmoney,增持
宁德时代,五粮液,隆基绿能、宁德时代、五粮液分别获净买入5.83亿元、4.37亿元、3.98亿元,2022-12-02 17:30:35,300750.SZ,000858.SZ,eastmoney,同涨
千味央厨,新希望,【千味央厨：前海新希望拟减持不超过3%】千味央厨公告，股东前海新希望拟减持不超过3%,2022-12-02 16:22:19,001215,000876,eastmoney,被减持
华能国际,大唐发电,港股电力板块继续走低，中国电力跌超5%，华润电力跌超4%，华能国际电力跌超3%，大唐发电跌超2%,2022-12-02 13:08:40,600011,601991.SH,eastmoney,同跌
白云山,东阳光,【港股抗疫概念股多数上涨，白云山涨超10%】截至发稿，白云山涨10.31%、阿里健康涨5.16%、平安好医生涨4.32%、东阳光药涨3.45%,2022-12-01 09:52:47,600332.SH,600673.SH,eastmoney,同涨
香雪制药,大参林,香雪制药方面透露，公司昨日新收到来自阿里大药房、大参林各100万盒“香雪抗病毒”口服液订单，该药品近期终端销量较平时增长约3-4倍，目前公司库存已经清空,2022-12-01 08:54:56,300147.SZ,603233.SH,eastmoney,供应
中国广核,中国核电,【大亚湾核电基地上线“中国标准”技术规格书】记者12月1日从中国广核集团旗下大亚湾核电基地已正式上线中系技术规格书，意味着大亚湾核运行技术规范成功切换适用“中国标准”，中国核电二代运行技术规范先行先试走出自主发展新路,2022-12-01 19:25:25,003816.SZ,601985.SH,eastmoney,供应
比亚迪,五粮液,【数据复盘：三大指数放量收涨，20亿抢筹信创概念】12月1日主力资金净买入前20大个股中，主力净买排名第一的是比亚迪，净买额12.6亿元；排名第二的是五粮液，净买额7.6亿元,2022-12-01 18:33:00,002594.SZ,000858.SZ,eastmoney,同涨
康希诺,君实生物,医药、能源、地产股走弱，康希诺生物、君实生物跌近10%,2022-12-01 16:15:08,688185,688180,eastmoney,同跌
